variant,policy,run_id,iteration,simulation_seed,timestamp,num_devices,lambda,w_failure,w_service,candidate_count,catalogue_fraction,catalogue_subset_seed,full_catalogue_count,selected_catalogue_count,catalogue_sha256,optimizer_time_ms,previous_alpha,selected_alpha,weighted_predicted_failure_rate,weighted_predicted_dnst,performance_cost,reconfiguration_cost,joint_cost,hard_stability_enabled,r_max,feasible_candidate_count,constraint_active,reconfigured,stability_violation,unconstrained_reconfiguration_cost,unconstrained_performance_cost,app_weight_0,previous_w_load_0,previous_threshold_0,selected_w_load_0,selected_threshold_0,predicted_failure_rate_0,predicted_dnst_0,app_weight_1,previous_w_load_1,previous_threshold_1,selected_w_load_1,selected_threshold_1,predicted_failure_rate_1,predicted_dnst_1,app_weight_2,previous_w_load_2,previous_threshold_2,selected_w_load_2,selected_threshold_2,predicted_failure_rate_2,predicted_dnst_2
SCOPE,RT_OPT_ML,iteration_5,5,20260833,1270.0,1800,0.2,0.5,0.5,635,0.25,2,2536,634,87c2a7edac687f8a33319cc9ec2d7067b176682a18e106ac84d349ee4e584c07,159.74637500039535,0.6,0.6,0.27823857654545525,0.7933417105710667,0.30540565143562837,0.0,0.2443245211485027,True,0.15,8,True,False,False,0.1634920634920635,0.19756652229446073,0.5116166034801205,0.5,85.0,0.5,85.0,0.2680417001247406,0.8080165982246399,0.36147564887722367,0.7,80.0,0.7,80.0,0.2846488654613495,0.7887637615203857,0.12690774764265578,0.4,90.0,0.4,90.0,0.3010876774787903,0.7472208142280579
SCOPE,RT_OPT_ML,iteration_5,5,20260833,1330.0,1800,0.2,0.5,0.5,635,0.25,2,2536,634,87c2a7edac687f8a33319cc9ec2d7067b176682a18e106ac84d349ee4e584c07,117.18545800249558,0.6,0.6,0.2754385114856678,0.7954478150173205,0.3044410805424382,0.0,0.24355286443395055,True,0.15,8,True,False,False,0.1634920634920635,0.1953925438423526,0.5092302501566491,0.5,85.0,0.5,85.0,0.2614937722682953,0.8189241290092468,0.36034125415722756,0.7,80.0,0.7,80.0,0.28660905361175537,0.7851092219352722,0.1304284956861233,0.4,90.0,0.4,90.0,0.2990213632583618,0.7323524951934814
SCOPE,RT_OPT_ML,iteration_5,5,20260833,1390.0,1800,0.2,0.5,0.5,635,0.25,2,2536,634,87c2a7edac687f8a33319cc9ec2d7067b176682a18e106ac84d349ee4e584c07,84.35050000116462,0.6,0.6,0.2783257532388406,0.7792092979805729,0.2991620875868679,0.0,0.23932967006949435,True,0.15,8,True,False,False,0.1634920634920635,0.1937958715122619,0.5049223047968343,0.5,85.0,0.5,85.0,0.26472118496894836,0.7844244241714478,0.36878679664125086,0.7,80.0,0.7,80.0,0.2880299389362335,0.7846525311470032,0.12629089856191486,0.4,90.0,0.4,90.0,0.30438047647476196,0.7424637675285339
SCOPE,RT_OPT_ML,iteration_5,5,20260833,1450.0,1800,0.2,0.5,0.5,635,0.25,2,2536,634,87c2a7edac687f8a33319cc9ec2d7067b176682a18e106ac84d349ee4e584c07,73.018040995521,0.6,0.6,0.27499372846787634,0.788717252549231,0.30113693002081227,0.0,0.24090954401664982,True,0.15,8,True,False,False,0.1634920634920635,0.19895136993427454,0.5087101193971423,0.5,85.0,0.5,85.0,0.26473334431648254,0.812844455242157,0.36602074770013704,0.7,80.0,0.7,80.0,0.2830738127231598,0.7721019983291626,0.12526913290272068,0.4,90.0,0.4,90.0,0.29305151104927063,0.7392858862876892
SCOPE,RT_OPT_ML,iteration_5,5,20260833,1510.0,1800,0.2,0.5,0.5,635,0.25,2,2536,634,87c2a7edac687f8a33319cc9ec2d7067b176682a18e106ac84d349ee4e584c07,70.55241699708859,0.6,0.6,0.2793819791188141,0.7876686520520125,0.3036529936695306,0.0,0.24292239493562448,True,0.15,8,True,False,False,0.1634920634920635,0.19725650581261445,0.504571539733489,0.5,85.0,0.5,85.0,0.2682366967201233,0.8102149367332458,0.365820445481957,0.7,80.0,0.7,80.0,0.28559553623199463,0.7698506116867065,0.12960801478455403,0.4,90.0,0.4,90.0,0.305233359336853,0.7501863241195679
SCOPE,RT_OPT_ML,iteration_5,5,20260833,1570.0,1800,0.2,0.5,0.5,635,0.25,2,2536,634,87c2a7edac687f8a33319cc9ec2d7067b176682a18e106ac84d349ee4e584c07,68.03416700131493,0.6,0.6,0.27918302587553995,0.7886131475880489,0.3039389489402603,0.0,0.24315115915220825,True,0.15,8,True,False,False,0.1634920634920635,0.19977042015619215,0.5125175536293642,0.5,85.0,0.5,85.0,0.2699854373931885,0.8070298433303833,0.3616774006101399,0.7,80.0,0.7,80.0,0.2844680845737457,0.782304048538208,0.12580504576049586,0.4,90.0,0.4,90.0,0.30145907402038574,0.7317233681678772
SCOPE,RT_OPT_ML,iteration_5,5,20260833,1630.0,1800,0.2,0.5,0.5,635,0.25,2,2536,634,87c2a7edac687f8a33319cc9ec2d7067b176682a18e106ac84d349ee4e584c07,68.17537499591708,0.6,0.6,0.27434170549508197,0.7972431430417943,0.3044960128743843,0.0,0.24359681029950747,True,0.15,8,True,False,False,0.1634920634920635,0.19823376496369807,0.5106601970298486,0.5,85.0,0.5,85.0,0.263292521238327,0.8198654651641846,0.36043719060922413,0.7,80.0,0.7,80.0,0.2803119122982025,0.7815841436386108,0.12890261236092732,0.4,90.0,0.4,90.0,0.3014202415943146,0.7514082789421082
SCOPE,RT_OPT_ML,iteration_5,5,20260833,1690.0,1800,0.2,0.5,0.5,635,0.25,2,2536,634,87c2a7edac687f8a33319cc9ec2d7067b176682a18e106ac84d349ee4e584c07,73.86183400376467,0.6,0.6,0.27857748712314323,0.7907226899160973,0.3044680455889058,0.0,0.24357443647112464,True,0.15,8,True,False,False,0.1634920634920635,0.20058398740620184,0.501047503045067,0.5,85.0,0.5,85.0,0.26608139276504517,0.8157254457473755,0.368721071863581,0.7,80.0,0.7,80.0,0.2865856885910034,0.7686429023742676,0.13023142509135202,0.4,90.0,0.4,90.0,0.30398106575012207,0.7570419907569885
SCOPE,RT_OPT_ML,iteration_5,5,20260833,1750.0,1800,0.2,0.5,0.5,635,0.25,2,2536,634,87c2a7edac687f8a33319cc9ec2d7067b176682a18e106ac84d349ee4e584c07,66.53258299775189,0.6,0.6,0.2845670605361409,0.7930477390825684,0.30957749971677956,0.0,0.24766199977342365,True,0.15,8,True,False,False,0.1634920634920635,0.20362673697208936,0.5047460612584401,0.5,85.0,0.5,85.0,0.2759527564048767,0.8110407590866089,0.36808885409531267,0.7,80.0,0.7,80.0,0.2897047698497772,0.7839289903640747,0.12716508464624718,0.4,90.0,0.4,90.0,0.30388763546943665,0.7480244040489197
SCOPE,RT_OPT_ML,iteration_5,5,20260833,1810.0,1800,0.2,0.5,0.5,635,0.25,2,2536,634,87c2a7edac687f8a33319cc9ec2d7067b176682a18e106ac84d349ee4e584c07,130.8838749973802,0.6,0.6,0.27305986083046946,0.7829998777846641,0.29727216549672153,0.0,0.23781773239737725,True,0.15,8,True,False,False,0.1634920634920635,0.19295759079365843,0.5054987834549879,0.5,85.0,0.5,85.0,0.2625514566898346,0.8048006296157837,0.36715328467153285,0.7,80.0,0.7,80.0,0.279822438955307,0.7669142484664917,0.12734793187347931,0.4,90.0,0.4,90.0,0.2952752411365509,0.7428393363952637
SCOPE,RT_OPT_ML,iteration_5,5,20260833,1870.0,1800,0.2,0.5,0.5,635,0.25,2,2536,634,87c2a7edac687f8a33319cc9ec2d7067b176682a18e106ac84d349ee4e584c07,80.48116700229002,0.6,0.6,0.2791673429001551,0.7853508960269852,0.30247337160404936,0.0,0.2419786972832395,True,0.15,8,True,False,False,0.1634920634920635,0.19870887588742464,0.5048713101643159,0.5,85.0,0.5,85.0,0.26910272240638733,0.7910403609275818,0.36789297658862874,0.7,80.0,0.7,80.0,0.285053014755249,0.7907527089118958,0.1272357132470554,0.4,90.0,0.4,90.0,0.3020857572555542,0.7471561431884766
SCOPE,RT_OPT_ML,iteration_5,5,20260833,1930.0,1800,0.2,0.5,0.5,635,0.25,2,2536,634,87c2a7edac687f8a33319cc9ec2d7067b176682a18e106ac84d349ee4e584c07,77.39587499963818,0.6,0.6,0.2799433633181349,0.787135530002908,0.3037969339724742,0.0,0.24303754717797937,True,0.15,8,True,False,False,0.1634920634920635,0.20019874084543002,0.5080352768250858,0.5,85.0,0.5,85.0,0.2706765830516815,0.8005720973014832,0.3671239588437041,0.7,80.0,0.7,80.0,0.2844194173812866,0.785392701625824,0.12484076433121019,0.4,90.0,0.4,90.0,0.3044913113117218,0.7375810742378235
SCOPE,RT_OPT_ML,iteration_5,5,20260833,1990.0,1800,0.2,0.5,0.5,635,0.25,2,2536,634,87c2a7edac687f8a33319cc9ec2d7067b176682a18e106ac84d349ee4e584c07,70.01283299905481,0.6,0.6,0.2789576284752177,0.7850341444491504,0.30218951319291715,0.0,0.24175161055433372,True,0.15,8,True,False,False,0.1634920634920635,0.19620777788569538,0.5090129591737309,0.5,85.0,0.5,85.0,0.26854342222213745,0.8088096976280212,0.3657312676605281,0.7,80.0,0.7,80.0,0.2853887975215912,0.7663801908493042,0.12525577316574102,0.4,90.0,0.4,90.0,0.30250054597854614,0.7428825497627258
SCOPE,RT_OPT_ML,iteration_5,5,20260833,2050.0,1800,0.2,0.5,0.5,635,0.25,2,2536,634,87c2a7edac687f8a33319cc9ec2d7067b176682a18e106ac84d349ee4e584c07,70.43279199569952,0.6,0.6,0.2752904391007151,0.7851010783119217,0.29972591583685126,0.0,0.23978073266948102,True,0.15,8,True,False,False,0.1634920634920635,0.19056663436545546,0.5116643795334248,0.5,85.0,0.5,85.0,0.2667061388492584,0.8135340213775635,0.36120368555185256,0.7,80.0,0.7,80.0,0.28026020526885986,0.7653263211250305,0.1271319349147226,0.4,90.0,0.4,90.0,0.2957194745540619,0.7268512845039368
SCOPE,RT_OPT_ML,iteration_5,5,20260833,2110.0,1800,0.2,0.5,0.5,635,0.25,2,2536,634,87c2a7edac687f8a33319cc9ec2d7067b176682a18e106ac84d349ee4e584c07,70.04062500345754,0.6,0.6,0.28533722011111273,0.7837086932041979,0.3059360872480463,0.0,0.24474886979843702,True,0.15,8,True,False,False,0.1634920634920635,0.20076258973081396,0.5064522342064715,0.5,85.0,0.5,85.0,0.27562010288238525,0.8003910183906555,0.3648882896764253,0.7,80.0,0.7,80.0,0.29197439551353455,0.7717922329902649,0.12865947611710324,0.4,90.0,0.4,90.0,0.30476391315460205,0.7518367767333984
SCOPE,RT_OPT_ML,iteration_5,5,20260833,2170.0,1800,0.2,0.5,0.5,635,0.25,2,2536,634,87c2a7edac687f8a33319cc9ec2d7067b176682a18e106ac84d349ee4e584c07,68.44479199935449,0.6,0.6,0.27761414800558404,0.789105314181959,0.3030917133602828,0.0,0.24247337068822625,True,0.15,8,True,False,False,0.1634920634920635,0.19899505783283003,0.5049062469639561,0.5,85.0,0.5,85.0,0.2670852243900299,0.8119240999221802,0.3692315165646556,0.7,80.0,0.7,80.0,0.2851549983024597,0.7727470397949219,0.12586223647138833,0.4,90.0,0.4,90.0,0.2977297902107239,0.7455548644065857
SCOPE,RT_OPT_ML,iteration_5,5,20260833,2230.0,1800,0.2,0.5,0.5,635,0.25,2,2536,634,87c2a7edac687f8a33319cc9ec2d7067b176682a18e106ac84d349ee4e584c07,66.43995799822733,0.6,0.6,0.27806239188685317,0.7829353401393168,0.30064477650011134,0.0,0.24051582120008907,True,0.15,8,True,False,False,0.1634920634920635,0.19836001121168068,0.5027063929389964,0.5,85.0,0.5,85.0,0.26936402916908264,0.8025930523872375,0.36909348027502803,0.7,80.0,0.7,80.0,0.2820737659931183,0.7737288475036621,0.12820012678597553,0.4,90.0,0.4,90.0,0.30062204599380493,0.7323581576347351
SCOPE,RT_OPT_ML,iteration_5,5,20260833,2290.0,1800,0.2,0.5,0.5,635,0.25,2,2536,634,87c2a7edac687f8a33319cc9ec2d7067b176682a18e106ac84d349ee4e584c07,72.24437499826308,0.6,0.6,0.2880360373465125,0.7997372642500576,0.31491960213822345,0.0,0.2519356817105788,True,0.15,8,True,False,False,0.1634920634920635,0.20976696777615222,0.5033750733711603,0.5,85.0,0.5,85.0,0.2785196900367737,0.8255308866500854,0.36851888084523576,0.7,80.0,0.7,80.0,0.29469940066337585,0.783149242401123,0.128106045783604,0.4,90.0,0.4,90.0,0.3062609136104584,0.746103048324585
SCOPE,RT_OPT_ML,iteration_5,5,20260833,2350.0,1800,0.2,0.5,0.5,635,0.25,2,2536,634,87c2a7edac687f8a33319cc9ec2d7067b176682a18e106ac84d349ee4e584c07,67.56645800487604,0.6,0.6,0.2756044464219384,0.7785563951149828,0.297020592388873,0.0,0.2376164739110984,True,0.15,8,True,False,False,0.1634920634920635,0.1914945680168641,0.50301820660111,0.5,85.0,0.5,85.0,0.2651313841342926,0.7958211302757263,0.36870801285171845,0.7,80.0,0.7,80.0,0.2822047770023346,0.7701971530914307,0.12827378054717165,0.4,90.0,0.4,90.0,0.2977020740509033,0.7348814010620117
