300.00,43057,25962,9459,43057,25962,9459,0.0000,0.00,0.00,0.00
600.00,43057,25962,9459,0,0,0,1.4750,0.00,0.00,0.00
900.00,43057,25962,9459,0,0,0,6.3750,0.00,0.00,0.00
1200.00,43057,25962,9459,0,0,0,4.2250,0.00,0.00,0.00
1500.00,43057,25962,9459,0,0,0,5.5750,0.00,0.00,0.00
1800.00,43057,25962,9459,0,0,0,1.7500,0.00,0.00,0.00
2100.00,43057,25962,9459,0,0,0,3.0000,0.00,0.00,0.00
2400.00,43057,25962,9459,0,0,0,1.5750,0.00,0.00,0.00
2700.00,43057,25962,9459,0,0,0,6.9500,0.00,0.00,0.00
3000.00,43057,25962,9459,0,0,0,8.6250,0.00,0.00,0.00
3300.00,43057,25962,9459,0,0,0,6.4000,0.00,0.00,0.00
300.00,76794,59435,18439,33737,33473,8980,0.0000,0.00,0.00,0.00
600.00,76794,59435,18439,0,0,0,3.4000,0.00,0.00,0.00
900.00,76794,59435,18439,0,0,0,14.0250,0.00,0.00,0.00
1200.00,76794,59435,18439,0,0,0,13.3500,0.00,0.00,0.00
1500.00,76794,59435,18439,0,0,0,13.8000,0.00,0.00,0.00
1800.00,76794,59435,18439,0,0,0,4.2000,0.00,0.00,0.00
2100.00,76794,59435,18439,0,0,0,4.2500,0.00,0.00,0.00
2400.00,76794,59435,18439,0,0,0,3.0750,0.00,0.00,0.00
2700.00,76794,59435,18439,0,0,0,14.4500,0.00,0.00,0.00
3000.00,76794,59435,18439,0,0,0,15.9750,0.00,0.00,0.00
3300.00,76794,59435,18439,0,0,0,15.2250,0.00,0.00,0.00
300.00,120941,86663,27521,44147,27228,9082,0.0000,0.00,0.00,0.00
600.00,120941,86663,27521,0,0,0,10.4750,0.00,0.00,0.00
900.00,120941,86663,27521,0,0,0,20.0250,0.00,0.00,0.00
1200.00,120941,86663,27521,0,0,0,18.1500,0.00,0.00,0.00
1500.00,120941,86663,27521,0,0,0,24.9750,0.00,0.00,0.00
1800.00,120941,86663,27521,0,0,0,5.1500,0.00,0.00,0.00
2100.00,120941,86663,27521,0,0,0,6.9500,0.00,0.00,0.00
2400.00,120941,86663,27521,0,0,0,6.5500,0.00,0.00,0.00
2700.00,120941,86663,27521,0,0,0,23.7750,0.00,0.00,0.00
3000.00,120941,86663,27521,0,0,0,24.5250,0.00,0.00,0.00
3300.00,120941,86663,27521,0,0,0,24.3750,0.00,0.00,0.00
300.00,164270,113749,36412,43329,27086,8891,0.0000,0.00,0.00,0.00
600.00,164270,113749,36412,0,0,0,7.2250,0.00,0.00,0.00
900.00,164270,113749,36412,0,0,0,28.3500,0.00,0.00,0.00
1200.00,164270,113749,36412,0,0,0,33.0250,0.00,0.00,0.00
1500.00,164270,113749,36412,0,0,0,30.2500,0.00,0.00,0.00
1800.00,164270,113749,36412,0,0,0,10.0250,0.00,0.00,0.00
2100.00,164270,113749,36412,0,0,0,9.6000,0.00,0.00,0.00
2400.00,164270,113749,36412,0,0,0,7.8250,0.00,0.00,0.00
2700.00,164270,113749,36412,0,0,0,38.4750,0.00,0.00,0.00
3000.00,164270,113749,36412,0,0,0,37.3250,0.00,0.00,0.00
3300.00,164270,113749,36412,0,0,0,38.3250,0.00,0.00,0.00
300.00,199130,134390,49135,34860,20641,12723,0.0000,0.00,0.00,0.00
600.00,199130,134390,49135,0,0,0,11.7000,0.00,0.00,0.00
900.00,199130,134390,49135,0,0,0,36.1750,0.00,0.00,0.00
1200.00,199130,134390,49135,0,0,0,31.3250,0.00,0.00,0.00
