150.00,34786,31389,9226,34786,31389,9226,0.0000,0.00,0.00,0.00
300.00,34786,31389,9226,0,0,0,1.8250,0.00,0.00,0.00
450.00,34786,31389,9226,0,0,0,1.7500,0.00,0.00,0.00
600.00,34786,31389,9226,0,0,0,2.6500,0.00,0.00,0.00
750.00,34786,31389,9226,0,0,0,8.6000,0.00,0.00,0.00
900.00,34786,31389,9226,0,0,0,6.9000,0.00,0.00,0.00
1050.00,34786,31389,9226,0,0,0,8.2250,0.00,0.00,0.00
1200.00,34786,31389,9226,0,0,0,4.3250,0.00,0.00,0.00
1350.00,34786,31389,9226,0,0,0,5.0500,0.00,0.00,0.00
1500.00,34786,31389,9226,0,0,0,8.2250,0.00,0.00,0.00
1650.00,34786,31389,9226,0,0,0,2.5000,0.00,0.00,0.00
1800.00,34786,31389,9226,0,0,0,3.0750,0.00,0.00,0.00
1950.00,34786,31389,9226,0,0,0,1.2500,0.00,0.00,0.00
2100.00,34786,31389,9226,0,0,0,3.7500,0.00,0.00,0.00
2250.00,34786,31389,9226,0,0,0,1.5750,0.00,0.00,0.00
2400.00,34786,31389,9226,0,0,0,2.0000,0.00,0.00,0.00
2550.00,34786,31389,9226,0,0,0,11.2250,0.00,0.00,0.00
2700.00,34786,31389,9226,0,0,0,10.9500,0.00,0.00,0.00
2850.00,34786,31389,9226,0,0,0,11.3000,0.00,0.00,0.00
3000.00,34786,31389,9226,0,0,0,7.9000,0.00,0.00,0.00
3150.00,34786,31389,9226,0,0,0,9.2000,0.00,0.00,0.00
3300.00,34786,31389,9226,0,0,0,8.5250,0.00,0.00,0.00
3450.00,34786,31389,9226,0,0,0,3.3250,0.00,0.00,0.00
150.00,81946,58611,17402,47160,27222,8176,0.0000,0.00,0.00,0.00
300.00,81946,58611,17402,0,0,0,3.0000,0.00,0.00,0.00
450.00,81946,58611,17402,0,0,0,5.1250,0.00,0.00,0.00
600.00,81946,58611,17402,0,0,0,3.9750,0.00,0.00,0.00
750.00,81946,58611,17402,0,0,0,8.8500,0.00,0.00,0.00
900.00,81946,58611,17402,0,0,0,14.5250,0.00,0.00,0.00
1050.00,81946,58611,17402,0,0,0,10.7000,0.00,0.00,0.00
1200.00,81946,58611,17402,0,0,0,12.7250,0.00,0.00,0.00
1350.00,81946,58611,17402,0,0,0,10.5500,0.00,0.00,0.00
1500.00,81946,58611,17402,0,0,0,13.1750,0.00,0.00,0.00
1650.00,81946,58611,17402,0,0,0,1.7250,0.00,0.00,0.00
1800.00,81946,58611,17402,0,0,0,3.1500,0.00,0.00,0.00
1950.00,81946,58611,17402,0,0,0,4.5500,0.00,0.00,0.00
2100.00,81946,58611,17402,0,0,0,4.8000,0.00,0.00,0.00
2250.00,81946,58611,17402,0,0,0,3.9750,0.00,0.00,0.00
2400.00,81946,58611,17402,0,0,0,3.6500,0.00,0.00,0.00
