fraction,candidates,simulation_iterations,subset_selections,failure_pct_mean,failure_pct_sd,service_s_mean,service_s_sd,reconfigs_mean,reconfigs_sd,total_churn_mean,total_churn_sd,planning_ms_mean,planning_ms_sd,max_churn_observed,budget_violations
0.25,634,5,2,28.70782467272199,0.614837221959646,0.6145750159583004,0.0070897815011048216,0.0,0.0,0.0,0.0,146.9008916015902,55.3709168943824,0.0,0
0.5,1268,5,2,14.34491827736188,0.8336322739714792,0.6050951734941891,0.0053351281843591085,1.0,0.0,0.14444444444444446,0.0,164.83723052556726,44.09274460631497,0.14444444444444446,0
1.0,2536,5,1,14.299566603551284,0.7772586937279419,0.605849084552405,0.004705179427384139,1.0,0.0,0.14444444444444446,1.3877787807814457e-17,351.6278497051567,128.78808946489445,0.14444444444444446,0
