fraction,subset_seed,n,failure_pct_mean,failure_pct_sd,service_s_mean,service_s_sd,reconfigs_mean,reconfigs_sd,total_churn_mean,total_churn_sd,planning_ms_mean,planning_ms_sd
0.25,1,5,28.70782467272199,0.614837221959646,0.6145750159583004,0.0070897815011048216,0.0,0.0,0.0,0.0,139.54355907126998,45.05160944902616
0.25,2,5,28.70782467272199,0.614837221959646,0.6145750159583004,0.0070897815011048216,0.0,0.0,0.0,0.0,154.2582241319104,77.85353017798688
0.5,1,5,14.34491827736188,0.8336322739714792,0.6050951734941891,0.0053351281843591085,1.0,0.0,0.14444444444444446,0.0,185.28215383411083,92.01676683155951
0.5,2,5,14.34491827736188,0.8336322739714792,0.6050951734941891,0.0053351281843591085,1.0,0.0,0.14444444444444446,0.0,144.39230721702376,58.01334191020367
1.0,1,5,14.299566603551284,0.7772586937279419,0.605849084552405,0.004705179427384139,1.0,0.0,0.14444444444444446,1.3877787807814457e-17,351.6278497051567,128.78808946489445
