#auto generated file!
10.2;32;27;30;25;31;22;23;30;30;33;23;24;36;27;28;26;42;37;31;29;37;30;37;23;30;38;43;31;36;29;27;32;24;35;24;28;30;29;29;22
10.5;32;26;31;25;30;23;23;30;30;33;23;24;35;28;28;26;42;36;30;31;36;31;37;22;31;37;44;31;36;29;27;31;25;34;25;28;29;30;29;22
10.799999999999999;32;26;31;25;29;24;23;30;30;33;23;24;34;29;28;24;44;36;29;32;36;30;38;22;31;37;44;31;36;29;27;31;25;34;24;27;31;30;29;22
11.1;34;26;31;25;29;24;22;31;30;32;24;24;34;29;28;24;44;36;29;31;36;31;38;22;31;37;43;32;36;29;27;31;25;34;24;27;31;29;29;21
11.4;33;26;32;25;29;24;22;31;30;32;24;24;33;30;28;22;45;37;28;32;36;29;40;22;31;37;43;32;34;31;27;31;25;33;25;27;31;29;29;21
11.7;33;26;32;25;29;24;22;30;31;32;24;23;33;31;28;20;47;37;28;31;36;29;40;22;31;37;44;32;33;32;27;31;24;34;25;27;31;29;29;21
12.0;33;26;32;25;28;25;22;30;31;32;24;23;33;31;27;21;46;37;28;32;36;27;41;23;31;37;43;33;33;32;27;31;24;33;25;28;30;30;28;22
12.299999999999999;33;26;32;24;29;24;23;30;30;32;24;24;31;33;27;21;46;37;28;32;36;27;40;24;31;37;43;33;33;32;27;31;24;33;25;28;30;30;28;22
12.6;33;25;32;25;28;25;23;30;30;32;24;24;31;32;28;20;45;39;28;32;34;29;39;25;31;36;44;33;32;33;27;31;24;32;26;26;31;31;27;23
12.9;32;26;30;27;27;25;24;30;30;32;24;23;32;32;27;21;44;40;28;32;34;28;40;25;31;36;44;33;32;33;27;31;23;33;26;26;31;30;28;23
13.2;32;26;30;27;26;26;24;30;30;32;24;23;32;32;27;21;42;42;28;32;34;27;41;25;28;39;43;34;32;33;27;31;22;33;27;26;31;30;28;23
13.5;31;27;30;26;27;26;24;30;30;32;24;22;33;32;27;21;42;41;29;31;33;29;41;25;27;40;43;34;32;33;27;31;21;34;27;24;33;30;28;23
