#auto generated file!
10.2;42;38;41;32;36;38;37;46;30;45;33;40;35;36;36;39;31;37;25;37;33;28;49;28;49;35;41;38;38;42;35;36;43;36;46;38;37;37;39;38
10.5;41;38;42;31;35;40;37;46;30;45;33;40;34;36;36;40;30;38;25;35;35;27;48;29;49;35;42;38;38;42;35;36;43;36;46;38;37;37;38;39
10.799999999999999;42;38;42;31;35;40;37;46;30;45;33;40;33;37;36;40;30;37;26;35;34;28;48;28;50;35;42;38;38;41;36;36;42;37;46;38;35;39;38;38
11.1;43;39;42;31;34;41;37;46;30;44;34;39;34;37;36;39;31;36;27;35;34;27;47;30;49;35;43;38;37;42;36;36;42;37;45;39;35;38;38;37
11.4;45;39;42;31;31;43;38;45;30;45;34;39;34;37;36;38;32;36;27;34;35;27;47;30;48;34;45;38;37;42;36;35;42;38;45;39;35;38;37;36
11.7;46;39;42;31;31;43;37;46;30;45;34;38;35;37;36;38;32;36;27;34;35;26;45;33;48;34;44;39;36;43;36;35;42;36;47;38;36;38;37;35
12.0;46;40;42;30;32;43;37;46;30;45;34;38;35;37;36;38;32;36;27;33;36;26;43;35;48;33;45;38;37;43;36;34;43;36;47;38;35;39;36;35
12.299999999999999;46;40;42;30;32;43;37;46;30;45;34;37;36;36;37;38;32;36;26;34;36;26;42;36;48;32;46;38;37;43;36;34;41;38;47;38;35;38;37;35
12.6;45;39;44;29;33;43;36;48;29;46;34;35;36;38;36;39;31;36;25;36;36;24;44;35;48;33;45;39;37;43;36;32;42;39;46;37;37;36;38;35
12.9;46;39;44;29;32;44;35;49;28;47;34;35;36;38;36;37;33;35;26;36;35;25;44;34;48;34;45;39;37;43;36;32;42;38;46;36;38;37;38;34
13.2;45;40;44;29;31;45;35;48;28;48;34;35;36;38;35;37;34;32;29;35;36;25;44;34;45;36;46;39;37;43;36;32;41;37;48;35;38;38;36;36
13.5;44;41;44;29;31;45;35;48;28;48;33;35;37;37;35;38;34;32;29;35;36;25;44;33;46;36;44;41;36;44;35;33;41;37;46;37;38;37;37;36
