lambda,runs,failure_rate_pct_mean,failure_rate_pct_sd,service_time_s_mean,service_time_s_sd,qoe_completed_pct_mean,qoe_completed_pct_sd,completed_tasks_mean,completed_tasks_sd,reconfigurations_mean,reconfigurations_sd,total_churn_mean,total_churn_sd,max_step_churn_mean,max_step_churn_sd,constraint_active_mean,constraint_active_sd
0.0,3.0,13.141837329177186,0.3530626282002378,0.5677060972890772,0.007285767833058966,77.55578951619964,0.07736629049265513,1027125.0,5410.319676322278,3.0,0.0,0.4289682539682539,0.0,0.14761904761904762,0.0,58.666666666666664,0.5773502691896257
0.1,3.0,14.141421610663814,0.3659586561684149,0.6020922872142539,0.004804258790139676,74.64992078224422,0.17500085078426184,1015259.3333333334,6991.037142894703,1.0,0.0,0.14444444444444443,0.0,0.14444444444444443,0.0,1.0,0.0
0.2,3.0,14.141421610663814,0.3659586561684149,0.6020922872142539,0.004804258790139676,74.64992078224422,0.17500085078426184,1015259.3333333334,6991.037142894703,1.0,0.0,0.14444444444444443,0.0,0.14444444444444443,0.0,1.0,0.0
0.3,3.0,14.141421610663814,0.3659586561684149,0.6020922872142539,0.004804258790139676,74.64992078224422,0.17500085078426184,1015259.3333333334,6991.037142894703,1.0,0.0,0.14444444444444443,0.0,0.14444444444444443,0.0,0.0,0.0
0.4,3.0,15.805192861237776,0.6294404046801292,0.6085159905067852,0.004649788553302861,74.07817070883496,0.24179915297306387,1000619.3333333334,3400.7296766037334,1.0,0.0,0.14444444444444443,0.0,0.14444444444444443,0.0,0.0,0.0
0.5,3.0,29.013209899017085,0.3407402988999024,0.6183043924713958,0.004459660624733837,70.44506578107274,0.0923900731506283,843676.6666666666,7068.664466031284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,3.0,29.013209899017085,0.3407402988999024,0.6183043924713958,0.004459660624733837,70.44506578107274,0.0923900731506283,843676.6666666666,7068.664466031284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
