iteration,vehicles,app,baseline,metric,scope_value,baseline_value,baseline_minus_scope
9,500,ALL_APPS,EXP3_MC,service_time_s,0.6481682227615031,0.6481682227615031,0.0
10,500,ALL_APPS,EXP3_MC,service_time_s,0.6658563779486149,0.6658563779486149,0.0
1,500,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.12057726364972304,0.12868819198887022,0.008110928339147172
2,500,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.12771581305486743,0.12712542449223913,-0.0005903885626283023
3,500,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.13667109134285393,0.14664751681910954,0.009976425476255601
4,500,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.1401734723233906,0.14629458465192294,0.006121112328532324
5,500,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.11997351079910079,0.1383828215247649,0.018409310725664096
6,500,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.1454912918287464,0.15888427928325535,0.013392987454508953
7,500,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.13298889601562913,0.14005107745177653,0.007062181436147397
8,500,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.13621966324811569,0.15370242005967272,0.017482756811557032
9,500,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.13981850655793898,0.14823813117721524,0.008419624619276256
10,500,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.14873652075280677,0.1743613780173424,0.025624857264535617
1,500,ALL_APPS,RAIDER_TRAX,service_time_s,0.6256461783886722,0.6269898731455223,0.0013436947568501445
2,500,ALL_APPS,RAIDER_TRAX,service_time_s,0.6382908249157371,0.6392120957457699,0.0009212708300327943
3,500,ALL_APPS,RAIDER_TRAX,service_time_s,0.6623345540518965,0.6623186894210098,-1.5864630886652797e-05
4,500,ALL_APPS,RAIDER_TRAX,service_time_s,0.6448177020672291,0.6462358230143448,0.0014181209471156864
5,500,ALL_APPS,RAIDER_TRAX,service_time_s,0.6385847367316312,0.6400317992357352,0.0014470625041039797
6,500,ALL_APPS,RAIDER_TRAX,service_time_s,0.6744114752246734,0.6742699395186412,-0.0001415357060321476
7,500,ALL_APPS,RAIDER_TRAX,service_time_s,0.6351714140699833,0.6368452642554411,0.001673850185457737
8,500,ALL_APPS,RAIDER_TRAX,service_time_s,0.655442799624147,0.6563625635455447,0.0009197639213976982
9,500,ALL_APPS,RAIDER_TRAX,service_time_s,0.6481682227615031,0.6479799691575362,-0.0001882536039669036
10,500,ALL_APPS,RAIDER_TRAX,service_time_s,0.6658563779486149,0.6672099488361267,0.001353570887511868
1,500,ALL_APPS,RANDOM,failure_rate_pct,0.12057726364972304,0.04434229936558632,-0.07623496428413673
2,500,ALL_APPS,RANDOM,failure_rate_pct,0.12771581305486743,0.042074572735676864,-0.08564124031919057
3,500,ALL_APPS,RANDOM,failure_rate_pct,0.13667109134285393,0.047164106905308985,-0.08950698443754496
4,500,ALL_APPS,RANDOM,failure_rate_pct,0.1401734723233906,0.05478127276177185,-0.08539219956161875
5,500,ALL_APPS,RANDOM,failure_rate_pct,0.11997351079910079,0.04365087613544243,-0.07632263466365835
6,500,ALL_APPS,RANDOM,failure_rate_pct,0.1454912918287464,0.04717526676852466,-0.09831602506022175
7,500,ALL_APPS,RANDOM,failure_rate_pct,0.13298889601562913,0.04383474594969889,-0.08915415006593025
8,500,ALL_APPS,RANDOM,failure_rate_pct,0.13621966324811569,0.049420514334962605,-0.08679914891315307
9,500,ALL_APPS,RANDOM,failure_rate_pct,0.13981850655793898,0.049608990953124016,-0.09020951560481497
10,500,ALL_APPS,RANDOM,failure_rate_pct,0.14873652075280677,0.045304005498968944,-0.10343251525383783
1,500,ALL_APPS,RANDOM,service_time_s,0.6256461783886722,0.35224638836424765,-0.27339979002442455
2,500,ALL_APPS,RANDOM,service_time_s,0.6382908249157371,0.3613208201879093,-0.2769700047278278
3,500,ALL_APPS,RANDOM,service_time_s,0.6623345540518965,0.37743522687186215,-0.2848993271800343
4,500,ALL_APPS,RANDOM,service_time_s,0.6448177020672291,0.3662540018672849,-0.2785637001999442
5,500,ALL_APPS,RANDOM,service_time_s,0.6385847367316312,0.36224078426290957,-0.2763439524687216
6,500,ALL_APPS,RANDOM,service_time_s,0.6744114752246734,0.38631443099264456,-0.2880970442320288
7,500,ALL_APPS,RANDOM,service_time_s,0.6351714140699833,0.3589097975974638,-0.27626161647251957
8,500,ALL_APPS,RANDOM,service_time_s,0.655442799624147,0.3722767087056751,-0.2831660909184719
9,500,ALL_APPS,RANDOM,service_time_s,0.6481682227615031,0.36616501624078035,-0.28200320652072275
10,500,ALL_APPS,RANDOM,service_time_s,0.6658563779486149,0.3781094883409062,-0.28774688960770867
1,600,ALL_APPS,EXP3_MC,failure_rate_pct,0.16372651318731535,0.16372651318731535,0.0
2,600,ALL_APPS,EXP3_MC,failure_rate_pct,0.17175864091354898,0.17175864091354898,0.0
3,600,ALL_APPS,EXP3_MC,failure_rate_pct,0.17564886241089323,0.17564886241089323,0.0
4,600,ALL_APPS,EXP3_MC,failure_rate_pct,0.18690497050405935,0.18690497050405935,0.0
5,600,ALL_APPS,EXP3_MC,failure_rate_pct,0.16888110670599765,0.16888110670599765,0.0
6,600,ALL_APPS,EXP3_MC,failure_rate_pct,0.20018521572557627,0.20018521572557627,0.0
7,600,ALL_APPS,EXP3_MC,failure_rate_pct,0.16041256027867654,0.16041256027867654,0.0
8,600,ALL_APPS,EXP3_MC,failure_rate_pct,0.17652404486549067,0.17652404486549067,0.0
9,600,ALL_APPS,EXP3_MC,failure_rate_pct,0.18040875970854353,0.18040875970854353,0.0
10,600,ALL_APPS,EXP3_MC,failure_rate_pct,0.20002228227496846,0.20002228227496846,0.0
1,600,ALL_APPS,EXP3_MC,service_time_s,0.5986196601075842,0.5986196601075842,0.0
2,600,ALL_APPS,EXP3_MC,service_time_s,0.604499729635056,0.604499729635056,0.0
3,600,ALL_APPS,EXP3_MC,service_time_s,0.617522250213686,0.617522250213686,0.0
4,600,ALL_APPS,EXP3_MC,service_time_s,0.6060636517831829,0.6060636517831829,0.0
5,600,ALL_APPS,EXP3_MC,service_time_s,0.6087906815459636,0.6087906815459636,0.0
6,600,ALL_APPS,EXP3_MC,service_time_s,0.6371965469977958,0.6371965469977958,0.0
7,600,ALL_APPS,EXP3_MC,service_time_s,0.6025954612393103,0.6025954612393103,0.0
8,600,ALL_APPS,EXP3_MC,service_time_s,0.6138333903801371,0.6138333903801371,0.0
9,600,ALL_APPS,EXP3_MC,service_time_s,0.6117957565106685,0.6117957565106685,0.0
10,600,ALL_APPS,EXP3_MC,service_time_s,0.6307042140318353,0.6307042140318353,0.0
1,600,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.16372651318731535,0.1698307312984598,0.006104218111144449
2,600,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.17175864091354898,0.19073341186095683,0.01897477094740785
3,600,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.17564886241089323,0.18965646658493257,0.014007604174039345
4,600,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.18690497050405935,0.2023941938006938,0.015489223296634436
5,600,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.16888110670599765,0.19573900802355831,0.026857901317560662
6,600,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.20018521572557627,0.21439082559496625,0.014205609869389985
7,600,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.16041256027867654,0.19810130191481395,0.03768874163613742
8,600,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.17652404486549067,0.18374297892682148,0.007218934061330812
9,600,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.18040875970854353,0.2039263963328279,0.023517636624284355
10,600,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.20002228227496846,0.22177774553594562,0.02175546326097716
1,600,ALL_APPS,RAIDER_TRAX,service_time_s,0.5986196601075842,0.5980312878460374,-0.0005883722615467324
2,600,ALL_APPS,RAIDER_TRAX,service_time_s,0.604499729635056,0.6048815056728601,0.0003817760378040935
3,600,ALL_APPS,RAIDER_TRAX,service_time_s,0.617522250213686,0.6179394544532336,0.0004172042395476083
4,600,ALL_APPS,RAIDER_TRAX,service_time_s,0.6060636517831829,0.6053600980155694,-0.0007035537676134407
5,600,ALL_APPS,RAIDER_TRAX,service_time_s,0.6087906815459636,0.6088099247688434,1.9243222879827826e-05
6,600,ALL_APPS,RAIDER_TRAX,service_time_s,0.6371965469977958,0.6355220980212253,-0.0016744489765705417
7,600,ALL_APPS,RAIDER_TRAX,service_time_s,0.6025954612393103,0.6033317779757362,0.0007363167364259349
8,600,ALL_APPS,RAIDER_TRAX,service_time_s,0.6138333903801371,0.6143854952148396,0.0005521048347025825
9,600,ALL_APPS,RAIDER_TRAX,service_time_s,0.6117957565106685,0.6119921074196906,0.0001963509090220361
10,600,ALL_APPS,RAIDER_TRAX,service_time_s,0.6307042140318353,0.6311206560972833,0.0004164420654479972
1,600,ALL_APPS,RANDOM,failure_rate_pct,0.16372651318731535,0.056443060924297885,-0.10728345226301747
2,600,ALL_APPS,RANDOM,failure_rate_pct,0.17175864091354898,0.04706450547771705,-0.12469413543583192
3,600,ALL_APPS,RANDOM,failure_rate_pct,0.17564886241089323,0.0447841479127835,-0.1308647144981097
4,600,ALL_APPS,RANDOM,failure_rate_pct,0.18690497050405935,0.056879499257265466,-0.1300254712467939
5,600,ALL_APPS,RANDOM,failure_rate_pct,0.16888110670599765,0.057201266386297564,-0.11167984031970009
6,600,ALL_APPS,RANDOM,failure_rate_pct,0.20018521572557627,0.04160673014230009,-0.15857848558327617
7,600,ALL_APPS,RANDOM,failure_rate_pct,0.16041256027867654,0.04983141610472035,-0.11058114417395619
8,600,ALL_APPS,RANDOM,failure_rate_pct,0.17652404486549067,0.05377414857598088,-0.12274989628950979
9,600,ALL_APPS,RANDOM,failure_rate_pct,0.18040875970854353,0.04503602882305845,-0.13537273088548507
10,600,ALL_APPS,RANDOM,failure_rate_pct,0.20002228227496846,0.045337139925957975,-0.15468514234901048
1,600,ALL_APPS,RANDOM,service_time_s,0.5986196601075842,0.3588420890411592,-0.23977757106642494
2,600,ALL_APPS,RANDOM,service_time_s,0.604499729635056,0.3648506191705866,-0.23964911046446946
3,600,ALL_APPS,RANDOM,service_time_s,0.617522250213686,0.3761615638899089,-0.2413606863237771
4,600,ALL_APPS,RANDOM,service_time_s,0.6060636517831829,0.3666148124280602,-0.23944883935512268
5,600,ALL_APPS,RANDOM,service_time_s,0.6087906815459636,0.36776644454639584,-0.24102423699956776
6,600,ALL_APPS,RANDOM,service_time_s,0.6371965469977958,0.3891077601749699,-0.24808878682282592
7,600,ALL_APPS,RANDOM,service_time_s,0.6025954612393103,0.364763257799476,-0.2378322034398343
8,600,ALL_APPS,RANDOM,service_time_s,0.6138333903801371,0.3710881427648421,-0.24274524761529498
9,600,ALL_APPS,RANDOM,service_time_s,0.6117957565106685,0.36916825566066863,-0.2426275008499999
10,600,ALL_APPS,RANDOM,service_time_s,0.6307042140318353,0.38462456471118117,-0.24607964932065413
1,700,ALL_APPS,EXP3_MC,failure_rate_pct,0.2080030439469846,0.2080030439469846,0.0
2,700,ALL_APPS,EXP3_MC,failure_rate_pct,0.20696653158410955,0.20696653158410955,0.0
3,700,ALL_APPS,EXP3_MC,failure_rate_pct,0.248570339306138,0.248570339306138,0.0
4,700,ALL_APPS,EXP3_MC,failure_rate_pct,0.23759268635354405,0.23759268635354405,0.0
5,700,ALL_APPS,EXP3_MC,failure_rate_pct,0.23529666897987508,0.23529666897987508,0.0
6,700,ALL_APPS,EXP3_MC,failure_rate_pct,0.24959359651350302,0.24959359651350302,0.0
7,700,ALL_APPS,EXP3_MC,failure_rate_pct,0.22667710134790778,0.22667710134790778,0.0
8,700,ALL_APPS,EXP3_MC,failure_rate_pct,0.2350702291231902,0.2350702291231902,0.0
9,700,ALL_APPS,EXP3_MC,failure_rate_pct,0.2347148701064113,0.2347148701064113,0.0
10,700,ALL_APPS,EXP3_MC,failure_rate_pct,0.2544309515584726,0.2544309515584726,0.0
1,700,ALL_APPS,EXP3_MC,service_time_s,0.5752581444599278,0.5752581444599278,0.0
2,700,ALL_APPS,EXP3_MC,service_time_s,0.5776088933369018,0.5776088933369018,0.0
3,700,ALL_APPS,EXP3_MC,service_time_s,0.5948361621634005,0.5948361621634005,0.0
4,700,ALL_APPS,EXP3_MC,service_time_s,0.5839142295434828,0.5839142295434828,0.0
5,700,ALL_APPS,EXP3_MC,service_time_s,0.5902734677477203,0.5902734677477203,0.0
6,700,ALL_APPS,EXP3_MC,service_time_s,0.6025477417778592,0.6025477417778592,0.0
7,700,ALL_APPS,EXP3_MC,service_time_s,0.579548077164943,0.579548077164943,0.0
8,700,ALL_APPS,EXP3_MC,service_time_s,0.5910071479971278,0.5910071479971278,0.0
9,700,ALL_APPS,EXP3_MC,service_time_s,0.5889048129878022,0.5889048129878022,0.0
10,700,ALL_APPS,EXP3_MC,service_time_s,0.5976623806518941,0.5976623806518941,0.0
1,700,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.2080030439469846,0.24161380263767018,0.03361075869068558
2,700,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.20696653158410955,0.2336587184571322,0.02669218687302266
3,700,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.248570339306138,0.2607712467566985,0.012200907450560489
4,700,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.23759268635354405,0.27200894275976195,0.0344162564062179
5,700,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.23529666897987508,0.25763247036576004,0.02233580138588495
6,700,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.24959359651350302,0.26348573834607353,0.01389214183257051
7,700,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.22667710134790778,0.24992589654517966,0.023248795197271882
8,700,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.2350702291231902,0.26232472037439125,0.027254491251201052
9,700,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.2347148701064113,0.2801441606707884,0.04542929056437711
10,700,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.2544309515584726,0.28122356609196675,0.02679261453349413
1,700,ALL_APPS,RAIDER_TRAX,service_time_s,0.5752581444599278,0.576120620832978,0.0008624763730501472
2,700,ALL_APPS,RAIDER_TRAX,service_time_s,0.5776088933369018,0.5762363593874144,-0.0013725339494874422
3,700,ALL_APPS,RAIDER_TRAX,service_time_s,0.5948361621634005,0.5935920780037496,-0.0012440841596509378
4,700,ALL_APPS,RAIDER_TRAX,service_time_s,0.5839142295434828,0.5845572987340881,0.0006430691906053054
5,700,ALL_APPS,RAIDER_TRAX,service_time_s,0.5902734677477203,0.5894512118176242,-0.0008222559300961052
6,700,ALL_APPS,RAIDER_TRAX,service_time_s,0.6025477417778592,0.5992699498381475,-0.0032777919397116717
7,700,ALL_APPS,RAIDER_TRAX,service_time_s,0.579548077164943,0.5787765448540358,-0.0007715323109072081
8,700,ALL_APPS,RAIDER_TRAX,service_time_s,0.5910071479971278,0.5901519157966739,-0.0008552322004539148
9,700,ALL_APPS,RAIDER_TRAX,service_time_s,0.5889048129878022,0.5872917497649087,-0.0016130632228934516
10,700,ALL_APPS,RAIDER_TRAX,service_time_s,0.5976623806518941,0.5976153311940552,-4.7049457838954645e-05
1,700,ALL_APPS,RANDOM,failure_rate_pct,0.2080030439469846,0.0693298048408268,-0.1386732391061578
2,700,ALL_APPS,RANDOM,failure_rate_pct,0.20696653158410955,0.0788002033553635,-0.12816632822874605
3,700,ALL_APPS,RANDOM,failure_rate_pct,0.248570339306138,0.06056024764348748,-0.18801009166265054
4,700,ALL_APPS,RANDOM,failure_rate_pct,0.23759268635354405,0.060710998115109806,-0.17688168823843425
5,700,ALL_APPS,RANDOM,failure_rate_pct,0.23529666897987508,0.09302890401542241,-0.14226776496445268
6,700,ALL_APPS,RANDOM,failure_rate_pct,0.24959359651350302,0.06814827676013543,-0.18144531975336758
7,700,ALL_APPS,RANDOM,failure_rate_pct,0.22667710134790778,0.0703663742552892,-0.15631072709261856
8,700,ALL_APPS,RANDOM,failure_rate_pct,0.2350702291231902,0.06552130523629837,-0.16954892388689183
9,700,ALL_APPS,RANDOM,failure_rate_pct,0.2347148701064113,0.0726811783868672,-0.16203369171954407
10,700,ALL_APPS,RANDOM,failure_rate_pct,0.2544309515584726,0.07528336436926933,-0.1791475871892033
1,700,ALL_APPS,RANDOM,service_time_s,0.5752581444599278,0.364547191443448,-0.21071095301647985
2,700,ALL_APPS,RANDOM,service_time_s,0.5776088933369018,0.36794088158992555,-0.20966801174697625
3,700,ALL_APPS,RANDOM,service_time_s,0.5948361621634005,0.3831341512380923,-0.21170201092530821
4,700,ALL_APPS,RANDOM,service_time_s,0.5839142295434828,0.37447502336157756,-0.20943920618190526
5,700,ALL_APPS,RANDOM,service_time_s,0.5902734677477203,0.37927386337843594,-0.21099960436928433
6,700,ALL_APPS,RANDOM,service_time_s,0.6025477417778592,0.3884340574651244,-0.2141136843127348
7,700,ALL_APPS,RANDOM,service_time_s,0.579548077164943,0.3703739179133639,-0.20917415925157917
8,700,ALL_APPS,RANDOM,service_time_s,0.5910071479971278,0.37896427184538656,-0.21204287615174128
9,700,ALL_APPS,RANDOM,service_time_s,0.5889048129878022,0.375441538527395,-0.2134632744604072
10,700,ALL_APPS,RANDOM,service_time_s,0.5976623806518941,0.3858846093950327,-0.21177777125686142
1,800,ALL_APPS,EXP3_MC,failure_rate_pct,0.2725177468424449,0.2725177468424449,0.0
2,800,ALL_APPS,EXP3_MC,failure_rate_pct,0.27230045224276056,0.27230045224276056,0.0
3,800,ALL_APPS,EXP3_MC,failure_rate_pct,0.3138296441214115,0.3138296441214115,0.0
4,800,ALL_APPS,EXP3_MC,failure_rate_pct,0.2909497403464982,0.2909497403464982,0.0
5,800,ALL_APPS,EXP3_MC,failure_rate_pct,0.2846499188079091,0.2846499188079091,0.0
6,800,ALL_APPS,EXP3_MC,failure_rate_pct,0.30836710369487486,0.30836710369487486,0.0
7,800,ALL_APPS,EXP3_MC,failure_rate_pct,0.285370077554401,0.285370077554401,0.0
8,800,ALL_APPS,EXP3_MC,failure_rate_pct,0.28915342408536004,0.28915342408536004,0.0
9,800,ALL_APPS,EXP3_MC,failure_rate_pct,0.2878835930892836,0.2878835930892836,0.0
10,800,ALL_APPS,EXP3_MC,failure_rate_pct,0.3111532477822158,0.3111532477822158,0.0
1,800,ALL_APPS,EXP3_MC,service_time_s,0.5557409870143254,0.5557409870143254,0.0
2,800,ALL_APPS,EXP3_MC,service_time_s,0.5550132124024821,0.5550132124024821,0.0
3,800,ALL_APPS,EXP3_MC,service_time_s,0.5761299904526529,0.5761299904526529,0.0
4,800,ALL_APPS,EXP3_MC,service_time_s,0.561873870623207,0.561873870623207,0.0
5,800,ALL_APPS,EXP3_MC,service_time_s,0.5710465680191809,0.5710465680191809,0.0
6,800,ALL_APPS,EXP3_MC,service_time_s,0.5779880164189778,0.5779880164189778,0.0
7,800,ALL_APPS,EXP3_MC,service_time_s,0.5649109255583553,0.5649109255583553,0.0
8,800,ALL_APPS,EXP3_MC,service_time_s,0.5697711279513294,0.5697711279513294,0.0
9,800,ALL_APPS,EXP3_MC,service_time_s,0.5653685885811668,0.5653685885811668,0.0
10,800,ALL_APPS,EXP3_MC,service_time_s,0.572358587381419,0.572358587381419,0.0
1,800,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.2725177468424449,0.2881886889166281,0.01567094207418318
2,800,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.27230045224276056,0.2888225843470278,0.01652213210426723
3,800,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.3138296441214115,0.340740712269164,0.026911068147752515
4,800,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.2909497403464982,0.3206189572897266,0.029669216943228438
5,800,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.2846499188079091,0.3100547132901333,0.025404794482224213
6,800,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.30836710369487486,0.31942240800634647,0.011055304311471614
7,800,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.285370077554401,0.3239523313838468,0.0385822538294458
8,800,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.28915342408536004,0.31516872918652294,0.0260153051011629
9,800,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.2878835930892836,0.3107190522125047,0.022835459123221102
10,800,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.3111532477822158,0.3173113535925415,0.006158105810325665
1,800,ALL_APPS,RAIDER_TRAX,service_time_s,0.5557409870143254,0.5539985515773996,-0.00174243543692576
2,800,ALL_APPS,RAIDER_TRAX,service_time_s,0.5550132124024821,0.5538922507520069,-0.0011209616504752606
3,800,ALL_APPS,RAIDER_TRAX,service_time_s,0.5761299904526529,0.5722781606666689,-0.0038518297859839734
4,800,ALL_APPS,RAIDER_TRAX,service_time_s,0.561873870623207,0.5627075627064969,0.000833692083289872
5,800,ALL_APPS,RAIDER_TRAX,service_time_s,0.5710465680191809,0.5698458357905957,-0.0012007322285851885
6,800,ALL_APPS,RAIDER_TRAX,service_time_s,0.5779880164189778,0.5755272178892716,-0.002460798529706154
7,800,ALL_APPS,RAIDER_TRAX,service_time_s,0.5649109255583553,0.5638855295961775,-0.0010253959621777664
8,800,ALL_APPS,RAIDER_TRAX,service_time_s,0.5697711279513294,0.5681664061544119,-0.0016047217969175076
9,800,ALL_APPS,RAIDER_TRAX,service_time_s,0.5653685885811668,0.563491990955578,-0.0018765976255887828
10,800,ALL_APPS,RAIDER_TRAX,service_time_s,0.572358587381419,0.5697830212411248,-0.0025755661402941943
1,800,ALL_APPS,RANDOM,failure_rate_pct,0.2725177468424449,0.21755844117533182,-0.05495930566711307
2,800,ALL_APPS,RANDOM,failure_rate_pct,0.27230045224276056,0.21188268969835175,-0.06041776254440881
3,800,ALL_APPS,RANDOM,failure_rate_pct,0.3138296441214115,0.2634689112449915,-0.05036073287642001
4,800,ALL_APPS,RANDOM,failure_rate_pct,0.2909497403464982,0.29400167672831257,0.0030519363818143908
5,800,ALL_APPS,RANDOM,failure_rate_pct,0.2846499188079091,0.23821895512237615,-0.04643096368553293
6,800,ALL_APPS,RANDOM,failure_rate_pct,0.30836710369487486,0.17066896513585822,-0.13769813855901664
7,800,ALL_APPS,RANDOM,failure_rate_pct,0.285370077554401,0.1837062356597143,-0.10166384189468672
8,800,ALL_APPS,RANDOM,failure_rate_pct,0.28915342408536004,0.18775617136879755,-0.1013972527165625
9,800,ALL_APPS,RANDOM,failure_rate_pct,0.2878835930892836,0.2784274418086647,-0.009456151280618885
10,800,ALL_APPS,RANDOM,failure_rate_pct,0.3111532477822158,0.20979437843367632,-0.1013588693485395
1,800,ALL_APPS,RANDOM,service_time_s,0.5557409870143254,0.3718935613578883,-0.18384742565643708
2,800,ALL_APPS,RANDOM,service_time_s,0.5550132124024821,0.37068951179882564,-0.1843237006036565
3,800,ALL_APPS,RANDOM,service_time_s,0.5761299904526529,0.3932724253126942,-0.1828575651399587
4,800,ALL_APPS,RANDOM,service_time_s,0.561873870623207,0.38211593238612734,-0.1797579382370797
5,800,ALL_APPS,RANDOM,service_time_s,0.5710465680191809,0.3893506685829127,-0.18169589943626818
6,800,ALL_APPS,RANDOM,service_time_s,0.5779880164189778,0.39585340176949974,-0.18213461464947805
7,800,ALL_APPS,RANDOM,service_time_s,0.5649109255583553,0.3832419413432115,-0.18166898421514383
8,800,ALL_APPS,RANDOM,service_time_s,0.5697711279513294,0.38807127743567293,-0.1816998505156565
9,800,ALL_APPS,RANDOM,service_time_s,0.5653685885811668,0.38154894305376047,-0.18381964552740632
10,800,ALL_APPS,RANDOM,service_time_s,0.572358587381419,0.3901923780491533,-0.18216620933226568
1,900,ALL_APPS,EXP3_MC,failure_rate_pct,0.332783387665315,0.332783387665315,0.0
2,900,ALL_APPS,EXP3_MC,failure_rate_pct,0.33038713675353054,0.33038713675353054,0.0
3,900,ALL_APPS,EXP3_MC,failure_rate_pct,0.35689494624566154,0.35689494624566154,0.0
4,900,ALL_APPS,EXP3_MC,failure_rate_pct,0.3638851634249457,0.3638851634249457,0.0
5,900,ALL_APPS,EXP3_MC,failure_rate_pct,0.3501955428115748,0.3501955428115748,0.0
6,900,ALL_APPS,EXP3_MC,failure_rate_pct,0.3601324881773407,0.3601324881773407,0.0
7,900,ALL_APPS,EXP3_MC,failure_rate_pct,0.347931942835201,0.347931942835201,0.0
8,900,ALL_APPS,EXP3_MC,failure_rate_pct,0.3496550631738232,0.3496550631738232,0.0
9,900,ALL_APPS,EXP3_MC,failure_rate_pct,0.3527472877522587,0.3527472877522587,0.0
10,900,ALL_APPS,EXP3_MC,failure_rate_pct,0.3587633395577562,0.3587633395577562,0.0
1,900,ALL_APPS,EXP3_MC,service_time_s,0.5413925024917454,0.5413925024917454,0.0
2,900,ALL_APPS,EXP3_MC,service_time_s,0.5372242140812427,0.5372242140812427,0.0
3,900,ALL_APPS,EXP3_MC,service_time_s,0.5525609382602649,0.5525609382602649,0.0
4,900,ALL_APPS,EXP3_MC,service_time_s,0.5473610799101971,0.5473610799101971,0.0
5,900,ALL_APPS,EXP3_MC,service_time_s,0.5514085205995285,0.5514085205995285,0.0
6,900,ALL_APPS,EXP3_MC,service_time_s,0.5597543715405077,0.5597543715405077,0.0
7,900,ALL_APPS,EXP3_MC,service_time_s,0.5462949655598215,0.5462949655598215,0.0
8,900,ALL_APPS,EXP3_MC,service_time_s,0.5493315948002745,0.5493315948002745,0.0
9,900,ALL_APPS,EXP3_MC,service_time_s,0.5459174020550346,0.5459174020550346,0.0
10,900,ALL_APPS,EXP3_MC,service_time_s,0.5516668529696915,0.5516668529696915,0.0
1,900,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.332783387665315,0.36839245723069586,0.035609069565380846
2,900,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.33038713675353054,0.35452087498491575,0.024133738231385204
3,900,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.35689494624566154,0.39024803182934054,0.033353085583679
4,900,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.3638851634249457,0.38804943886008775,0.024164275435142046
5,900,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.3501955428115748,0.38548460436927795,0.03528906155770317
6,900,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.3601324881773407,0.4040868566945695,0.04395436851722878
7,900,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.347931942835201,0.39370276782435626,0.045770824989155245
8,900,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.3496550631738232,0.3843839997843001,0.03472893661047688
9,900,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.3527472877522587,0.3678270374667212,0.015079749714462465
10,900,ALL_APPS,RAIDER_TRAX,failure_rate_pct,0.3587633395577562,0.38055904326239814,0.021795703704641956
1,900,ALL_APPS,RAIDER_TRAX,service_time_s,0.5413925024917454,0.5391105934967168,-0.0022819089950286697
2,900,ALL_APPS,RAIDER_TRAX,service_time_s,0.5372242140812427,0.5346944494764931,-0.002529764604749518
3,900,ALL_APPS,RAIDER_TRAX,service_time_s,0.5525609382602649,0.5520543113467568,-0.0005066269135081125
4,900,ALL_APPS,RAIDER_TRAX,service_time_s,0.5473610799101971,0.5448625549054303,-0.0024985250047667718
5,900,ALL_APPS,RAIDER_TRAX,service_time_s,0.5514085205995285,0.5486823521443163,-0.00272616845521223
6,900,ALL_APPS,RAIDER_TRAX,service_time_s,0.5597543715405077,0.5569076138094882,-0.0028467577310195002
7,900,ALL_APPS,RAIDER_TRAX,service_time_s,0.5462949655598215,0.5457663161350133,-0.0005286494248082363
