iteration,policy,vehicles,app,completed_tasks,failed_tasks,failure_rate_pct,service_time_s,source
4,RANDOM,200,ALL_APPS,131870.0,65.0,0.0492666843521431,0.3556671242617706,ite4/SIMRESULT_ITS_SCENARIO_RANDOM_200DEVICES_ALL_APPS_GENERIC.log
5,RANDOM,200,ALL_APPS,136179.0,66.0,0.0484421446658593,0.35392246823674645,ite5/SIMRESULT_ITS_SCENARIO_RANDOM_200DEVICES_ALL_APPS_GENERIC.log
6,RANDOM,200,ALL_APPS,131579.0,58.0,0.04406056048071591,0.384848812181535,ite6/SIMRESULT_ITS_SCENARIO_RANDOM_200DEVICES_ALL_APPS_GENERIC.log
7,RANDOM,200,ALL_APPS,128662.0,58.0,0.045059042883778745,0.37315176802780875,ite7/SIMRESULT_ITS_SCENARIO_RANDOM_200DEVICES_ALL_APPS_GENERIC.log
8,RANDOM,200,ALL_APPS,124493.0,51.0,0.040949383350462484,0.397577622136968,ite8/SIMRESULT_ITS_SCENARIO_RANDOM_200DEVICES_ALL_APPS_GENERIC.log
9,RANDOM,200,ALL_APPS,131015.0,54.0,0.041199673454440026,0.36487124003845406,ite9/SIMRESULT_ITS_SCENARIO_RANDOM_200DEVICES_ALL_APPS_GENERIC.log
10,RANDOM,200,ALL_APPS,128875.0,59.0,0.04575984612282253,0.3755544204462373,ite10/SIMRESULT_ITS_SCENARIO_RANDOM_200DEVICES_ALL_APPS_GENERIC.log
1,RT_OPT_ML,300,ALL_APPS,209698.0,161.0,0.07671817744294979,0.7367766480638271,ite1/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_300DEVICES_ALL_APPS_GENERIC.log
2,RT_OPT_ML,300,ALL_APPS,206143.0,163.0,0.07900885093017168,0.7393805815646092,ite2/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_300DEVICES_ALL_APPS_GENERIC.log
3,RT_OPT_ML,300,ALL_APPS,203312.0,158.0,0.07765272521747678,0.7685061002471786,ite3/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_300DEVICES_ALL_APPS_GENERIC.log
4,RT_OPT_ML,300,ALL_APPS,198199.0,169.0,0.08519519277302791,0.7586906031652969,ite4/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_300DEVICES_ALL_APPS_GENERIC.log
5,RT_OPT_ML,300,ALL_APPS,211614.0,175.0,0.0826294094594148,0.7314429539333391,ite5/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_300DEVICES_ALL_APPS_GENERIC.log
6,RT_OPT_ML,300,ALL_APPS,205138.0,171.0,0.0832890910773517,0.7747966652720812,ite6/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_300DEVICES_ALL_APPS_GENERIC.log
7,RT_OPT_ML,300,ALL_APPS,193967.0,172.0,0.08859631501140935,0.7950716938572011,ite7/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_300DEVICES_ALL_APPS_GENERIC.log
8,RT_OPT_ML,300,ALL_APPS,195127.0,151.0,0.0773256588043712,0.7887825461190345,ite8/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_300DEVICES_ALL_APPS_GENERIC.log
9,RT_OPT_ML,300,ALL_APPS,203444.0,138.0,0.06778595357153383,0.753966267059147,ite9/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_300DEVICES_ALL_APPS_GENERIC.log
10,RT_OPT_ML,300,ALL_APPS,192441.0,159.0,0.08255451713395638,0.7980611283823035,ite10/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_300DEVICES_ALL_APPS_GENERIC.log
1,EXP3_MC,300,ALL_APPS,209698.0,161.0,0.07671817744294979,0.7367766480638271,ite1/SIMRESULT_ITS_SCENARIO_EXP3_MC_300DEVICES_ALL_APPS_GENERIC.log
2,EXP3_MC,300,ALL_APPS,206143.0,163.0,0.07900885093017168,0.7393805815646092,ite2/SIMRESULT_ITS_SCENARIO_EXP3_MC_300DEVICES_ALL_APPS_GENERIC.log
3,EXP3_MC,300,ALL_APPS,203312.0,158.0,0.07765272521747678,0.7685061002471786,ite3/SIMRESULT_ITS_SCENARIO_EXP3_MC_300DEVICES_ALL_APPS_GENERIC.log
4,EXP3_MC,300,ALL_APPS,198199.0,169.0,0.08519519277302791,0.7586906031652969,ite4/SIMRESULT_ITS_SCENARIO_EXP3_MC_300DEVICES_ALL_APPS_GENERIC.log
5,EXP3_MC,300,ALL_APPS,211614.0,175.0,0.0826294094594148,0.7314429539333391,ite5/SIMRESULT_ITS_SCENARIO_EXP3_MC_300DEVICES_ALL_APPS_GENERIC.log
6,EXP3_MC,300,ALL_APPS,205138.0,171.0,0.0832890910773517,0.7747966652720812,ite6/SIMRESULT_ITS_SCENARIO_EXP3_MC_300DEVICES_ALL_APPS_GENERIC.log
7,EXP3_MC,300,ALL_APPS,193967.0,172.0,0.08859631501140935,0.7950716938572011,ite7/SIMRESULT_ITS_SCENARIO_EXP3_MC_300DEVICES_ALL_APPS_GENERIC.log
8,EXP3_MC,300,ALL_APPS,195127.0,151.0,0.0773256588043712,0.7887825461190345,ite8/SIMRESULT_ITS_SCENARIO_EXP3_MC_300DEVICES_ALL_APPS_GENERIC.log
9,EXP3_MC,300,ALL_APPS,203444.0,138.0,0.06778595357153383,0.753966267059147,ite9/SIMRESULT_ITS_SCENARIO_EXP3_MC_300DEVICES_ALL_APPS_GENERIC.log
10,EXP3_MC,300,ALL_APPS,192441.0,159.0,0.08255451713395638,0.7980611283823035,ite10/SIMRESULT_ITS_SCENARIO_EXP3_MC_300DEVICES_ALL_APPS_GENERIC.log
1,RAIDER_TRAX,300,ALL_APPS,209701.0,162.0,0.07719321652697236,0.7377802013563216,ite1/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_300DEVICES_ALL_APPS_GENERIC.log
2,RAIDER_TRAX,300,ALL_APPS,206142.0,162.0,0.0785248953001396,0.7397969201832223,ite2/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_300DEVICES_ALL_APPS_GENERIC.log
3,RAIDER_TRAX,300,ALL_APPS,203301.0,168.0,0.08256786046031582,0.7694239051621423,ite3/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_300DEVICES_ALL_APPS_GENERIC.log
4,RAIDER_TRAX,300,ALL_APPS,198202.0,167.0,0.08418654124384355,0.7597679574527648,ite4/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_300DEVICES_ALL_APPS_GENERIC.log
5,RAIDER_TRAX,300,ALL_APPS,211625.0,167.0,0.07885094810002266,0.7325865642252265,ite5/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_300DEVICES_ALL_APPS_GENERIC.log
6,RAIDER_TRAX,300,ALL_APPS,205121.0,186.0,0.09059603423166283,0.7750881693933319,ite6/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_300DEVICES_ALL_APPS_GENERIC.log
7,RAIDER_TRAX,300,ALL_APPS,193961.0,178.0,0.09168688413971433,0.7970862703297652,ite7/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_300DEVICES_ALL_APPS_GENERIC.log
8,RAIDER_TRAX,300,ALL_APPS,195125.0,153.0,0.07834983971568737,0.789402104867342,ite8/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_300DEVICES_ALL_APPS_GENERIC.log
9,RAIDER_TRAX,300,ALL_APPS,203429.0,151.0,0.0741723155516259,0.7552472046801889,ite9/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_300DEVICES_ALL_APPS_GENERIC.log
10,RAIDER_TRAX,300,ALL_APPS,192442.0,161.0,0.08359163668271002,0.7987946578161241,ite10/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_300DEVICES_ALL_APPS_GENERIC.log
1,RANDOM,300,ALL_APPS,209804.0,84.0,0.040021344717182494,0.34678668925524414,ite1/SIMRESULT_ITS_SCENARIO_RANDOM_300DEVICES_ALL_APPS_GENERIC.log
2,RANDOM,300,ALL_APPS,206248.0,80.0,0.038773215462758324,0.34835088385840823,ite2/SIMRESULT_ITS_SCENARIO_RANDOM_300DEVICES_ALL_APPS_GENERIC.log
3,RANDOM,300,ALL_APPS,203410.0,82.0,0.0402964244294616,0.36488655479193516,ite3/SIMRESULT_ITS_SCENARIO_RANDOM_300DEVICES_ALL_APPS_GENERIC.log
4,RANDOM,300,ALL_APPS,198325.0,67.0,0.03377152304528409,0.35863100492460454,ite4/SIMRESULT_ITS_SCENARIO_RANDOM_300DEVICES_ALL_APPS_GENERIC.log
5,RANDOM,300,ALL_APPS,211709.0,106.0,0.05004367018388688,0.34603621470063856,ite5/SIMRESULT_ITS_SCENARIO_RANDOM_300DEVICES_ALL_APPS_GENERIC.log
6,RANDOM,300,ALL_APPS,205243.0,90.0,0.043831239985779195,0.3706217835794867,ite6/SIMRESULT_ITS_SCENARIO_RANDOM_300DEVICES_ALL_APPS_GENERIC.log
7,RANDOM,300,ALL_APPS,194064.0,98.0,0.05047331609686757,0.37847886657862684,ite7/SIMRESULT_ITS_SCENARIO_RANDOM_300DEVICES_ALL_APPS_GENERIC.log
8,RANDOM,300,ALL_APPS,195205.0,103.0,0.052737215065435106,0.3739131764784984,ite8/SIMRESULT_ITS_SCENARIO_RANDOM_300DEVICES_ALL_APPS_GENERIC.log
9,RANDOM,300,ALL_APPS,203519.0,80.0,0.03929292383557876,0.3549948729550587,ite9/SIMRESULT_ITS_SCENARIO_RANDOM_300DEVICES_ALL_APPS_GENERIC.log
10,RANDOM,300,ALL_APPS,192533.0,96.0,0.04983673278685972,0.37952767535366105,ite10/SIMRESULT_ITS_SCENARIO_RANDOM_300DEVICES_ALL_APPS_GENERIC.log
1,RT_OPT_ML,400,ALL_APPS,277551.0,228.0,0.08207963884958906,0.6743459974886118,ite1/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_400DEVICES_ALL_APPS_GENERIC.log
2,RT_OPT_ML,400,ALL_APPS,271131.0,254.0,0.09359397166387236,0.6866348701010114,ite2/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_400DEVICES_ALL_APPS_GENERIC.log
3,RT_OPT_ML,400,ALL_APPS,267706.0,243.0,0.09068889975331126,0.7070649289151116,ite3/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_400DEVICES_ALL_APPS_GENERIC.log
4,RT_OPT_ML,400,ALL_APPS,254138.0,285.0,0.11201817445749794,0.7120722643599625,ite4/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_400DEVICES_ALL_APPS_GENERIC.log
5,RT_OPT_ML,400,ALL_APPS,274128.0,304.0,0.11077425373134328,0.6803050211250088,ite5/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_400DEVICES_ALL_APPS_GENERIC.log
6,RT_OPT_ML,400,ALL_APPS,267210.0,245.0,0.09160419509824083,0.7184034655360156,ite6/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_400DEVICES_ALL_APPS_GENERIC.log
7,RT_OPT_ML,400,ALL_APPS,265118.0,267.0,0.10060854984268139,0.7003941480627365,ite7/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_400DEVICES_ALL_APPS_GENERIC.log
8,RT_OPT_ML,400,ALL_APPS,261077.0,299.0,0.11439458863858962,0.7179058919733573,ite8/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_400DEVICES_ALL_APPS_GENERIC.log
9,RT_OPT_ML,400,ALL_APPS,266212.0,252.0,0.09457187462471478,0.6935938301303248,ite9/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_400DEVICES_ALL_APPS_GENERIC.log
10,RT_OPT_ML,400,ALL_APPS,252534.0,267.0,0.10561667082013125,0.7316852236779073,ite10/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_400DEVICES_ALL_APPS_GENERIC.log
1,EXP3_MC,400,ALL_APPS,277551.0,228.0,0.08207963884958906,0.6743459974886118,ite1/SIMRESULT_ITS_SCENARIO_EXP3_MC_400DEVICES_ALL_APPS_GENERIC.log
2,EXP3_MC,400,ALL_APPS,271131.0,254.0,0.09359397166387236,0.6866348701010114,ite2/SIMRESULT_ITS_SCENARIO_EXP3_MC_400DEVICES_ALL_APPS_GENERIC.log
3,EXP3_MC,400,ALL_APPS,267706.0,243.0,0.09068889975331126,0.7070649289151116,ite3/SIMRESULT_ITS_SCENARIO_EXP3_MC_400DEVICES_ALL_APPS_GENERIC.log
4,EXP3_MC,400,ALL_APPS,254138.0,285.0,0.11201817445749794,0.7120722643599625,ite4/SIMRESULT_ITS_SCENARIO_EXP3_MC_400DEVICES_ALL_APPS_GENERIC.log
5,EXP3_MC,400,ALL_APPS,274128.0,304.0,0.11077425373134328,0.6803050211250088,ite5/SIMRESULT_ITS_SCENARIO_EXP3_MC_400DEVICES_ALL_APPS_GENERIC.log
6,EXP3_MC,400,ALL_APPS,267210.0,245.0,0.09160419509824083,0.7184034655360156,ite6/SIMRESULT_ITS_SCENARIO_EXP3_MC_400DEVICES_ALL_APPS_GENERIC.log
7,EXP3_MC,400,ALL_APPS,265118.0,267.0,0.10060854984268139,0.7003941480627365,ite7/SIMRESULT_ITS_SCENARIO_EXP3_MC_400DEVICES_ALL_APPS_GENERIC.log
8,EXP3_MC,400,ALL_APPS,261077.0,299.0,0.11439458863858962,0.7179058919733573,ite8/SIMRESULT_ITS_SCENARIO_EXP3_MC_400DEVICES_ALL_APPS_GENERIC.log
9,EXP3_MC,400,ALL_APPS,266212.0,252.0,0.09457187462471478,0.6935938301303248,ite9/SIMRESULT_ITS_SCENARIO_EXP3_MC_400DEVICES_ALL_APPS_GENERIC.log
10,EXP3_MC,400,ALL_APPS,252534.0,267.0,0.10561667082013125,0.7316852236779073,ite10/SIMRESULT_ITS_SCENARIO_EXP3_MC_400DEVICES_ALL_APPS_GENERIC.log
1,RAIDER_TRAX,400,ALL_APPS,277520.0,265.0,0.09539751966448873,0.676651634779521,ite1/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_400DEVICES_ALL_APPS_GENERIC.log
2,RAIDER_TRAX,400,ALL_APPS,271123.0,268.0,0.09875051125497898,0.6885518186547265,ite2/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_400DEVICES_ALL_APPS_GENERIC.log
3,RAIDER_TRAX,400,ALL_APPS,267675.0,271.0,0.10113978189635225,0.7069765313088635,ite3/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_400DEVICES_ALL_APPS_GENERIC.log
4,RAIDER_TRAX,400,ALL_APPS,254119.0,307.0,0.12066376863999749,0.7135187096517429,ite4/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_400DEVICES_ALL_APPS_GENERIC.log
5,RAIDER_TRAX,400,ALL_APPS,274087.0,342.0,0.12462239777866042,0.6811326621737485,ite5/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_400DEVICES_ALL_APPS_GENERIC.log
6,RAIDER_TRAX,400,ALL_APPS,267186.0,276.0,0.10319222917648115,0.7183318518013426,ite6/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_400DEVICES_ALL_APPS_GENERIC.log
7,RAIDER_TRAX,400,ALL_APPS,265041.0,337.0,0.1269886727611181,0.7020046187968568,ite7/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_400DEVICES_ALL_APPS_GENERIC.log
8,RAIDER_TRAX,400,ALL_APPS,261068.0,305.0,0.11669147157510532,0.7186453977053314,ite8/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_400DEVICES_ALL_APPS_GENERIC.log
9,RAIDER_TRAX,400,ALL_APPS,266182.0,286.0,0.1073299608208115,0.6964124086706701,ite9/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_400DEVICES_ALL_APPS_GENERIC.log
10,RAIDER_TRAX,400,ALL_APPS,252504.0,296.0,0.11708860759493671,0.7339910286750748,ite10/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_400DEVICES_ALL_APPS_GENERIC.log
1,RANDOM,400,ALL_APPS,277686.0,120.0,0.04319561132588929,0.34977878685813174,ite1/SIMRESULT_ITS_SCENARIO_RANDOM_400DEVICES_ALL_APPS_GENERIC.log
2,RANDOM,400,ALL_APPS,271292.0,120.0,0.04421322564956597,0.3586173869670839,ite2/SIMRESULT_ITS_SCENARIO_RANDOM_400DEVICES_ALL_APPS_GENERIC.log
3,RANDOM,400,ALL_APPS,267857.0,119.0,0.04440696181747619,0.3710373539861045,ite3/SIMRESULT_ITS_SCENARIO_RANDOM_400DEVICES_ALL_APPS_GENERIC.log
