iteration,policy,vehicles,app,completed_tasks,failed_tasks,failure_rate_pct,service_time_s,source
6,EXP3_MC,100,ALL_APPS,67643.0,40.0,0.059099035208250224,0.8337868638150535,ite6/SIMRESULT_ITS_SCENARIO_EXP3_MC_100DEVICES_ALL_APPS_GENERIC.log
7,EXP3_MC,100,ALL_APPS,65246.0,49.0,0.07504403093651887,0.8073926622973672,ite7/SIMRESULT_ITS_SCENARIO_EXP3_MC_100DEVICES_ALL_APPS_GENERIC.log
8,EXP3_MC,100,ALL_APPS,62244.0,43.0,0.06903527220768378,0.8841546414248842,ite8/SIMRESULT_ITS_SCENARIO_EXP3_MC_100DEVICES_ALL_APPS_GENERIC.log
9,EXP3_MC,100,ALL_APPS,64085.0,52.0,0.08107644573335204,0.8182250585434448,ite9/SIMRESULT_ITS_SCENARIO_EXP3_MC_100DEVICES_ALL_APPS_GENERIC.log
10,EXP3_MC,100,ALL_APPS,65663.0,42.0,0.06392207594551404,0.8230872625435415,ite10/SIMRESULT_ITS_SCENARIO_EXP3_MC_100DEVICES_ALL_APPS_GENERIC.log
1,RAIDER_TRAX,100,ALL_APPS,73838.0,40.0,0.05414331736105471,0.7259627801143889,ite1/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_100DEVICES_ALL_APPS_GENERIC.log
2,RAIDER_TRAX,100,ALL_APPS,69909.0,52.0,0.07432712511256272,0.7532831629133712,ite2/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_100DEVICES_ALL_APPS_GENERIC.log
3,RAIDER_TRAX,100,ALL_APPS,67356.0,53.0,0.07862451601418208,0.7978014935244505,ite3/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_100DEVICES_ALL_APPS_GENERIC.log
4,RAIDER_TRAX,100,ALL_APPS,65425.0,55.0,0.0839951130116066,0.7782750450991387,ite4/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_100DEVICES_ALL_APPS_GENERIC.log
5,RAIDER_TRAX,100,ALL_APPS,69279.0,49.0,0.07067851373182553,0.7681277989715346,ite5/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_100DEVICES_ALL_APPS_GENERIC.log
6,RAIDER_TRAX,100,ALL_APPS,67643.0,40.0,0.059099035208250224,0.833730804741237,ite6/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_100DEVICES_ALL_APPS_GENERIC.log
7,RAIDER_TRAX,100,ALL_APPS,65248.0,47.0,0.07198100926564055,0.8073311406558307,ite7/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_100DEVICES_ALL_APPS_GENERIC.log
8,RAIDER_TRAX,100,ALL_APPS,62245.0,42.0,0.06742980076099346,0.8840906065954296,ite8/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_100DEVICES_ALL_APPS_GENERIC.log
9,RAIDER_TRAX,100,ALL_APPS,64083.0,54.0,0.0841947705692502,0.8181973394597672,ite9/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_100DEVICES_ALL_APPS_GENERIC.log
10,RAIDER_TRAX,100,ALL_APPS,65663.0,42.0,0.06392207594551404,0.8230542689394522,ite10/SIMRESULT_ITS_SCENARIO_RAIDER_TRAX_100DEVICES_ALL_APPS_GENERIC.log
1,RANDOM,100,ALL_APPS,73868.0,22.0,0.029773988361077277,0.3255372949231559,ite1/SIMRESULT_ITS_SCENARIO_RANDOM_100DEVICES_ALL_APPS_GENERIC.log
2,RANDOM,100,ALL_APPS,69941.0,31.0,0.044303435659978276,0.34215196558785166,ite2/SIMRESULT_ITS_SCENARIO_RANDOM_100DEVICES_ALL_APPS_GENERIC.log
3,RANDOM,100,ALL_APPS,67382.0,38.0,0.05636309700385642,0.36189259097783755,ite3/SIMRESULT_ITS_SCENARIO_RANDOM_100DEVICES_ALL_APPS_GENERIC.log
4,RANDOM,100,ALL_APPS,65471.0,25.0,0.038170269940149014,0.35186208633972954,ite4/SIMRESULT_ITS_SCENARIO_RANDOM_100DEVICES_ALL_APPS_GENERIC.log
5,RANDOM,100,ALL_APPS,69308.0,26.0,0.037499639426543975,0.34713770230742474,ite5/SIMRESULT_ITS_SCENARIO_RANDOM_100DEVICES_ALL_APPS_GENERIC.log
6,RANDOM,100,ALL_APPS,67656.0,34.0,0.05022898507903679,0.3754968996856111,ite6/SIMRESULT_ITS_SCENARIO_RANDOM_100DEVICES_ALL_APPS_GENERIC.log
7,RANDOM,100,ALL_APPS,65260.0,43.0,0.0658468983048252,0.3627432331213384,ite7/SIMRESULT_ITS_SCENARIO_RANDOM_100DEVICES_ALL_APPS_GENERIC.log
8,RANDOM,100,ALL_APPS,62273.0,23.0,0.03692050853987415,0.3964813274786866,ite8/SIMRESULT_ITS_SCENARIO_RANDOM_100DEVICES_ALL_APPS_GENERIC.log
9,RANDOM,100,ALL_APPS,64112.0,33.0,0.05144594278587575,0.36738818338156576,ite9/SIMRESULT_ITS_SCENARIO_RANDOM_100DEVICES_ALL_APPS_GENERIC.log
10,RANDOM,100,ALL_APPS,65693.0,25.0,0.03804132809884659,0.36880493988042135,ite10/SIMRESULT_ITS_SCENARIO_RANDOM_100DEVICES_ALL_APPS_GENERIC.log
1,RT_OPT_ML,200,ALL_APPS,136892.0,97.0,0.07080860507048012,0.7871014718098465,ite1/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_200DEVICES_ALL_APPS_GENERIC.log
2,RT_OPT_ML,200,ALL_APPS,134744.0,108.0,0.080087799958473,0.775551107381762,ite2/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_200DEVICES_ALL_APPS_GENERIC.log
3,RT_OPT_ML,200,ALL_APPS,132535.0,97.0,0.07313468846130647,0.8233116135672649,ite3/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_200DEVICES_ALL_APPS_GENERIC.log
4,RT_OPT_ML,200,ALL_APPS,131791.0,119.0,0.09021302403153665,0.7903751790081585,ite4/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_200DEVICES_ALL_APPS_GENERIC.log
5,RT_OPT_ML,200,ALL_APPS,136146.0,89.0,0.06532829302308511,0.78473127267008,ite5/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_200DEVICES_ALL_APPS_GENERIC.log
6,RT_OPT_ML,200,ALL_APPS,131524.0,99.0,0.07521481807890718,0.853268889769644,ite6/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_200DEVICES_ALL_APPS_GENERIC.log
7,RT_OPT_ML,200,ALL_APPS,128605.0,103.0,0.0800261056033813,0.8301617187364616,ite7/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_200DEVICES_ALL_APPS_GENERIC.log
8,RT_OPT_ML,200,ALL_APPS,124418.0,103.0,0.08271697143453714,0.8878689380446005,ite8/SIMRESULT_ITS_SCENARIO_RT_OPT_ML_200DEVICES_ALL_APPS_GENERIC.log
