variant,policy,run_id,iteration,simulation_seed,timestamp,num_devices,lambda,w_failure,w_service,candidate_count,optimizer_time_ms,previous_alpha,selected_alpha,weighted_predicted_failure_rate,weighted_predicted_dnst,performance_cost,reconfiguration_cost,joint_cost,hard_stability_enabled,r_max,feasible_candidate_count,constraint_active,reconfigured,stability_violation,unconstrained_reconfiguration_cost,unconstrained_performance_cost,app_weight_0,previous_w_load_0,previous_threshold_0,selected_w_load_0,selected_threshold_0,predicted_failure_rate_0,predicted_dnst_0,app_weight_1,previous_w_load_1,previous_threshold_1,selected_w_load_1,selected_threshold_1,predicted_failure_rate_1,predicted_dnst_1,app_weight_2,previous_w_load_2,previous_threshold_2,selected_w_load_2,selected_threshold_2,predicted_failure_rate_2,predicted_dnst_2
SCOPE,RT_OPT_ML,iteration_10,10,20260838,70.0,1800,0.2,0.5,0.5,2537,128.01833302364685,0.6,0.7,0.08552908722161554,0.7082643275837048,0.13643260568312757,0.14444444444444443,0.13803497343539095,True,0.15,50,True,True,False,0.1706349206349206,0.1269809208319284,0.5149706922955062,0.5,85.0,0.4,80.0,0.09123355150222778,0.7020854353904724,0.3634155357237155,0.7,80.0,0.9,55.0,0.07195258140563965,0.7127189040184021,0.12161377198077837,0.4,90.0,0.3,90.0,0.10194401443004608,0.7211171984672546
SCOPE,RT_OPT_ML,iteration_10,10,20260838,130.0,1800,0.2,0.5,0.5,2536,107.65687501407228,0.7,0.7,0.1273526400797204,0.7392700179906423,0.1786979453384943,0.0,0.14295835627079545,True,0.15,18,False,False,False,0.0,0.1786979453384943,0.5214988608269912,0.4,80.0,0.4,80.0,0.11530086398124695,0.7766663432121277,0.3546463716127781,0.9,55.0,0.9,55.0,0.1359931230545044,0.6965023875236511,0.12385476756023074,0.3,90.0,0.3,90.0,0.15335625410079956,0.7042713165283203
SCOPE,RT_OPT_ML,iteration_10,10,20260838,190.0,1800,0.2,0.5,0.5,2536,109.28191698621958,0.7,0.7,0.14102054002800052,0.7693129767195025,0.20138991976382975,0.0,0.1611119358110638,True,0.15,18,False,False,False,0.0,0.20138991976382975,0.5130565379584322,0.4,80.0,0.4,80.0,0.12920831143856049,0.8197428584098816,0.36035075819969964,0.9,55.0,0.9,55.0,0.14610348641872406,0.7130070328712463,0.12659270384186813,0.3,90.0,0.3,90.0,0.17442449927330017,0.7252070307731628
SCOPE,RT_OPT_ML,iteration_10,10,20260838,250.0,1800,0.2,0.5,0.5,2536,129.16824998683296,0.7,0.7,0.14829072413987146,0.7746497460483155,0.2087132861704853,0.0,0.16697062893638825,True,0.15,18,False,False,False,0.0,0.2087132861704853,0.5207253886010362,0.4,80.0,0.4,80.0,0.1362583488225937,0.817984938621521,0.3536749184417578,0.9,55.0,0.9,55.0,0.15487173199653625,0.7295745015144348,0.1255996929572059,0.3,90.0,0.3,90.0,0.17964451014995575,0.7219127416610718
SCOPE,RT_OPT_ML,iteration_10,10,20260838,310.0,1800,0.2,0.5,0.5,2536,133.76412499928847,0.7,0.7,0.16000228968055336,0.7789363654121817,0.2185881506396898,0.0,0.17487052051175186,True,0.15,18,False,False,False,0.0,0.2185881506396898,0.5230776642898439,0.4,80.0,0.4,80.0,0.15242737531661987,0.8200721740722656,0.35454808248217384,0.9,55.0,0.9,55.0,0.16058212518692017,0.7391273379325867,0.12237425322798227,0.3,90.0,0.3,90.0,0.19070065021514893,0.7184415459632874
SCOPE,RT_OPT_ML,iteration_10,10,20260838,370.0,1800,0.2,0.5,0.5,2536,169.75595901021734,0.7,0.7,0.13718372685490773,0.7700878551907944,0.199126721712382,0.0,0.1593013773699056,True,0.15,18,False,False,False,0.0,0.199126721712382,0.5140882768017908,0.4,80.0,0.4,80.0,0.12472176551818848,0.8059475421905518,0.3585575940435058,0.9,55.0,0.9,55.0,0.1434916853904724,0.737277090549469,0.1273541291547034,0.3,90.0,0.3,90.0,0.1697290539741516,0.7177103161811829
SCOPE,RT_OPT_ML,iteration_10,10,20260838,430.0,1800,0.2,0.5,0.5,2536,167.65466702054255,0.7,0.7,0.14826846852578413,0.7855848895152796,0.21357505933227808,0.0,0.17086004746582248,True,0.15,18,False,False,False,0.0,0.21357505933227808,0.5168485314618084,0.4,80.0,0.4,80.0,0.13665051758289337,0.8223407864570618,0.3580733548045955,0.9,55.0,0.9,55.0,0.15141431987285614,0.753457248210907,0.12507811373359612,0.3,90.0,0.3,90.0,0.18727029860019684,0.7256768941879272
SCOPE,RT_OPT_ML,iteration_10,10,20260838,490.0,1800,0.2,0.5,0.5,2536,101.38741598348133,0.7,0.7,0.1446946449824896,0.7790435900496117,0.20822777437214485,0.0,0.1665822194977159,True,0.15,18,False,False,False,0.0,0.20822777437214485,0.5162933769105066,0.4,80.0,0.4,80.0,0.1361004263162613,0.8180965185165405,0.358550418148611,0.9,55.0,0.9,55.0,0.14820261299610138,0.7442874908447266,0.12515620494088245,0.3,90.0,0.3,90.0,0.1700977385044098,0.717512845993042
SCOPE,RT_OPT_ML,iteration_10,10,20260838,550.0,1800,0.2,0.5,0.5,2536,115.00966700259596,0.7,0.7,0.16228962326743945,0.7823831534900113,0.2216806021994836,0.0,0.1773444817595869,True,0.15,18,False,False,False,0.0,0.2216806021994836,0.5131243076626691,0.4,80.0,0.4,80.0,0.15520386397838593,0.8230395913124084,0.36078601358185236,0.9,55.0,0.9,55.0,0.16291053593158722,0.7431671023368835,0.1260896787554785,0.3,90.0,0.3,90.0,0.18934860825538635,0.7291416525840759
SCOPE,RT_OPT_ML,iteration_10,10,20260838,610.0,1800,0.2,0.5,0.5,2536,108.64200000651181,0.7,0.7,0.15627089017830725,0.7765410169930257,0.21498275463341784,0.0,0.1719862037067343,True,0.15,18,False,False,False,0.0,0.21498275463341784,0.5165313225058005,0.4,80.0,0.4,80.0,0.1490345597267151,0.8148369789123535,0.3593870843000773,0.9,55.0,0.9,55.0,0.1591341197490692,0.7420918941497803,0.1240815931941222,0.3,90.0,0.3,90.0,0.1781015545129776,0.7168988585472107
