variant,policy,run_id,iteration,simulation_seed,timestamp,num_devices,lambda,w_failure,w_service,candidate_count,optimizer_time_ms,previous_alpha,selected_alpha,weighted_predicted_failure_rate,weighted_predicted_dnst,performance_cost,reconfiguration_cost,joint_cost,hard_stability_enabled,r_max,feasible_candidate_count,constraint_active,reconfigured,stability_violation,unconstrained_reconfiguration_cost,unconstrained_performance_cost,solver_status,app_weight_0,previous_w_load_0,previous_threshold_0,selected_w_load_0,selected_threshold_0,predicted_failure_rate_0,predicted_dnst_0,app_weight_1,previous_w_load_1,previous_threshold_1,selected_w_load_1,selected_threshold_1,predicted_failure_rate_1,predicted_dnst_1,app_weight_2,previous_w_load_2,previous_threshold_2,selected_w_load_2,selected_threshold_2,predicted_failure_rate_2,predicted_dnst_2
RT_OPT,RT_OPT,iteration_1,1,20260829,70.0,1800,,,,,41.261250007664785,0.6,0.75,,,,0.47738095238095235,,False,0.15,,False,True,True,0.47738095238095235,,feasible,,0.5,85.0,0.9,40.0,,,,0.7,80.0,0.9,40.0,,,,0.4,90.0,0.9,40.0,,
RT_OPT,RT_OPT,iteration_1,1,20260829,130.0,1800,,,,,5.053332992247306,0.75,0.6000000000000001,,,,0.08095238095238093,,False,0.15,,False,True,False,0.08095238095238093,,feasible,,0.9,40.0,0.9,30.0,,,,0.9,40.0,0.9,30.0,,,,0.9,40.0,0.9,30.0,,
RT_OPT,RT_OPT,iteration_1,1,20260829,190.0,1800,,,,,10.8125839906279,0.6,0.75,,,,0.023809523809523815,,False,0.15,,False,True,False,0.023809523809523815,,feasible,,0.9,30.0,0.9,30.0,,,,0.9,30.0,0.9,30.0,,,,0.9,30.0,0.9,30.0,,
RT_OPT,RT_OPT,iteration_1,1,20260829,250.0,1800,,,,,14.449166003032587,0.75,0.6000000000000001,,,,0.023809523809523798,,False,0.15,,False,True,False,0.023809523809523798,,feasible,,0.9,30.0,0.9,30.0,,,,0.9,30.0,0.9,30.0,,,,0.9,30.0,0.9,30.0,,
RT_OPT,RT_OPT,iteration_1,1,20260829,310.0,1800,,,,,7.306416009669192,0.6,0.75,,,,0.023809523809523815,,False,0.15,,False,True,False,0.023809523809523815,,feasible,,0.9,30.0,0.9,30.0,,,,0.9,30.0,0.9,30.0,,,,0.9,30.0,0.9,30.0,,
RT_OPT,RT_OPT,iteration_1,1,20260829,370.0,1800,,,,,5.800584011012688,0.75,0.6000000000000001,,,,0.04285714285714285,,False,0.15,,False,True,False,0.04285714285714285,,feasible,,0.9,30.0,0.9,20.0,,,,0.9,30.0,0.9,30.0,,,,0.9,30.0,0.9,30.0,,
RT_OPT,RT_OPT,iteration_1,1,20260829,430.0,1800,,,,,5.875374990864657,0.6,0.75,,,,0.023809523809523815,,False,0.15,,False,True,False,0.023809523809523815,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,30.0,0.9,30.0,,,,0.9,30.0,0.9,30.0,,
RT_OPT,RT_OPT,iteration_1,1,20260829,490.0,1800,,,,,4.706541993073188,0.75,0.6000000000000001,,,,0.023809523809523798,,False,0.15,,False,True,False,0.023809523809523798,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,30.0,0.9,30.0,,,,0.9,30.0,0.9,30.0,,
RT_OPT,RT_OPT,iteration_1,1,20260829,550.0,1800,,,,,5.173917001229711,0.6,0.75,,,,0.023809523809523815,,False,0.15,,False,True,False,0.023809523809523815,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,30.0,0.9,30.0,,,,0.9,30.0,0.9,30.0,,
RT_OPT,RT_OPT,iteration_1,1,20260829,610.0,1800,,,,,3.3142500033136457,0.75,0.6000000000000001,,,,0.04285714285714285,,False,0.15,,False,True,False,0.04285714285714285,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,30.0,0.9,20.0,,,,0.9,30.0,0.9,30.0,,
RT_OPT,RT_OPT,iteration_1,1,20260829,670.0,1800,,,,,3.838499993435107,0.6,0.75,,,,0.023809523809523815,,False,0.15,,False,True,False,0.023809523809523815,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,30.0,0.9,30.0,,
RT_OPT,RT_OPT,iteration_1,1,20260829,730.0,1800,,,,,4.902417000266723,0.75,0.6000000000000001,,,,0.023809523809523798,,False,0.15,,False,True,False,0.023809523809523798,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,30.0,0.9,30.0,,
RT_OPT,RT_OPT,iteration_1,1,20260829,790.0,1800,,,,,7.262125000124797,0.6,0.75,,,,0.023809523809523815,,False,0.15,,False,True,False,0.023809523809523815,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,30.0,0.9,30.0,,
