variant,policy,run_id,iteration,simulation_seed,timestamp,num_devices,lambda,w_failure,w_service,candidate_count,optimizer_time_ms,previous_alpha,selected_alpha,weighted_predicted_failure_rate,weighted_predicted_dnst,performance_cost,reconfiguration_cost,joint_cost,hard_stability_enabled,r_max,feasible_candidate_count,constraint_active,reconfigured,stability_violation,unconstrained_reconfiguration_cost,unconstrained_performance_cost,solver_status,app_weight_0,previous_w_load_0,previous_threshold_0,selected_w_load_0,selected_threshold_0,predicted_failure_rate_0,predicted_dnst_0,app_weight_1,previous_w_load_1,previous_threshold_1,selected_w_load_1,selected_threshold_1,predicted_failure_rate_1,predicted_dnst_1,app_weight_2,previous_w_load_2,previous_threshold_2,selected_w_load_2,selected_threshold_2,predicted_failure_rate_2,predicted_dnst_2
RT_OPT,RT_OPT,iteration_10,10,20260838,70.0,1800,,,,,10.815375004312955,0.6,0.75,,,,0.47738095238095235,,False,0.15,,False,True,True,0.47738095238095235,,feasible,,0.5,85.0,0.9,40.0,,,,0.7,80.0,0.9,40.0,,,,0.4,90.0,0.9,40.0,,
RT_OPT,RT_OPT,iteration_10,10,20260838,130.0,1800,,,,,3.9417920052073896,0.75,0.6000000000000001,,,,0.08095238095238093,,False,0.15,,False,True,False,0.08095238095238093,,feasible,,0.9,40.0,0.9,30.0,,,,0.9,40.0,0.9,30.0,,,,0.9,40.0,0.9,30.0,,
RT_OPT,RT_OPT,iteration_10,10,20260838,190.0,1800,,,,,7.0621659979224205,0.6,0.75,,,,0.023809523809523815,,False,0.15,,False,True,False,0.023809523809523815,,feasible,,0.9,30.0,0.9,30.0,,,,0.9,30.0,0.9,30.0,,,,0.9,30.0,0.9,30.0,,
RT_OPT,RT_OPT,iteration_10,10,20260838,250.0,1800,,,,,3.864957994665019,0.75,0.6000000000000001,,,,0.06190476190476189,,False,0.15,,False,True,False,0.06190476190476189,,feasible,,0.9,30.0,0.9,20.0,,,,0.9,30.0,0.9,20.0,,,,0.9,30.0,0.9,30.0,,
RT_OPT,RT_OPT,iteration_10,10,20260838,310.0,1800,,,,,5.015749993617646,0.6,0.75,,,,0.023809523809523815,,False,0.15,,False,True,False,0.023809523809523815,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,30.0,0.9,30.0,,
RT_OPT,RT_OPT,iteration_10,10,20260838,370.0,1800,,,,,4.791833998751827,0.75,0.6000000000000001,,,,0.04285714285714285,,False,0.15,,False,True,False,0.04285714285714285,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,30.0,0.9,20.0,,
RT_OPT,RT_OPT,iteration_10,10,20260838,430.0,1800,,,,,2.7304579998599365,0.6,0.75,,,,0.023809523809523815,,False,0.15,,False,True,False,0.023809523809523815,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,
RT_OPT,RT_OPT,iteration_10,10,20260838,490.0,1800,,,,,3.5265420010546222,0.75,0.6000000000000001,,,,0.023809523809523798,,False,0.15,,False,True,False,0.023809523809523798,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,
RT_OPT,RT_OPT,iteration_10,10,20260838,550.0,1800,,,,,3.0121250019874424,0.6,0.75,,,,0.023809523809523815,,False,0.15,,False,True,False,0.023809523809523815,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,
RT_OPT,RT_OPT,iteration_10,10,20260838,610.0,1800,,,,,3.7048330123070627,0.75,0.75,,,,0.0,,False,0.15,,False,False,False,0.0,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,
RT_OPT,RT_OPT,iteration_10,10,20260838,670.0,1800,,,,,3.9424999995389953,0.75,0.6000000000000001,,,,0.023809523809523798,,False,0.15,,False,True,False,0.023809523809523798,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,
RT_OPT,RT_OPT,iteration_10,10,20260838,730.0,1800,,,,,5.84795800386928,0.6,0.75,,,,0.023809523809523815,,False,0.15,,False,True,False,0.023809523809523815,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,
RT_OPT,RT_OPT,iteration_10,10,20260838,790.0,1800,,,,,3.391207996173762,0.75,0.6000000000000001,,,,0.023809523809523798,,False,0.15,,False,True,False,0.023809523809523798,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,
RT_OPT,RT_OPT,iteration_10,10,20260838,850.0,1800,,,,,4.614165998646058,0.6,0.75,,,,0.023809523809523815,,False,0.15,,False,True,False,0.023809523809523815,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,
RT_OPT,RT_OPT,iteration_10,10,20260838,910.0,1800,,,,,3.064042000914924,0.75,0.6000000000000001,,,,0.023809523809523798,,False,0.15,,False,True,False,0.023809523809523798,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,
RT_OPT,RT_OPT,iteration_10,10,20260838,970.0,1800,,,,,4.612374992575496,0.6,0.75,,,,0.023809523809523815,,False,0.15,,False,True,False,0.023809523809523815,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,
RT_OPT,RT_OPT,iteration_10,10,20260838,1030.0,1800,,,,,5.197874997975305,0.75,0.6000000000000001,,,,0.023809523809523798,,False,0.15,,False,True,False,0.023809523809523798,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,
RT_OPT,RT_OPT,iteration_10,10,20260838,1090.0,1800,,,,,3.603666991693899,0.6,0.75,,,,0.023809523809523815,,False,0.15,,False,True,False,0.023809523809523815,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,
RT_OPT,RT_OPT,iteration_10,10,20260838,1150.0,1800,,,,,5.525250002392568,0.75,0.6000000000000001,,,,0.023809523809523798,,False,0.15,,False,True,False,0.023809523809523798,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,
RT_OPT,RT_OPT,iteration_10,10,20260838,1210.0,1800,,,,,6.828625002526678,0.6,0.75,,,,0.023809523809523815,,False,0.15,,False,True,False,0.023809523809523815,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,
RT_OPT,RT_OPT,iteration_10,10,20260838,1270.0,1800,,,,,4.938583995681256,0.75,0.6000000000000001,,,,0.023809523809523798,,False,0.15,,False,True,False,0.023809523809523798,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,
RT_OPT,RT_OPT,iteration_10,10,20260838,1330.0,1800,,,,,5.6067080004140735,0.6,0.75,,,,0.023809523809523815,,False,0.15,,False,True,False,0.023809523809523815,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,
RT_OPT,RT_OPT,iteration_10,10,20260838,1390.0,1800,,,,,5.376417000661604,0.75,0.6000000000000001,,,,0.023809523809523798,,False,0.15,,False,True,False,0.023809523809523798,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,
RT_OPT,RT_OPT,iteration_10,10,20260838,1450.0,1800,,,,,4.781833995366469,0.6,0.75,,,,0.023809523809523815,,False,0.15,,False,True,False,0.023809523809523815,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,
RT_OPT,RT_OPT,iteration_10,10,20260838,1510.0,1800,,,,,4.065082990564406,0.75,0.6000000000000001,,,,0.023809523809523798,,False,0.15,,False,True,False,0.023809523809523798,,feasible,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,,,0.9,20.0,0.9,20.0,,
