variant,policy,run_id,iteration,simulation_seed,timestamp,num_devices,lambda,w_failure,w_service,candidate_count,optimizer_time_ms,previous_alpha,selected_alpha,weighted_predicted_failure_rate,weighted_predicted_dnst,performance_cost,reconfiguration_cost,joint_cost,hard_stability_enabled,r_max,feasible_candidate_count,constraint_active,reconfigured,stability_violation,unconstrained_reconfiguration_cost,unconstrained_performance_cost,app_weight_0,previous_w_load_0,previous_threshold_0,selected_w_load_0,selected_threshold_0,predicted_failure_rate_0,predicted_dnst_0,app_weight_1,previous_w_load_1,previous_threshold_1,selected_w_load_1,selected_threshold_1,predicted_failure_rate_1,predicted_dnst_1,app_weight_2,previous_w_load_2,previous_threshold_2,selected_w_load_2,selected_threshold_2,predicted_failure_rate_2,predicted_dnst_2
SOFTCOST_OPT,SOFTCOST_OPT,iteration_8,8,20260836,70.0,1800,0.2,0.5,0.5,2537,126.44333300704602,0.6,0.7,0.10370340670759012,0.7044840713649992,0.14710401773798792,0.1706349206349206,0.15181019831737447,False,0.15,2537,False,True,True,0.1706349206349206,0.14710401773798792,0.5113511820886175,0.5,85.0,0.5,80.0,0.10866924375295639,0.7102683782577515,0.3679870570429518,0.7,80.0,0.2,65.0,0.09161514043807983,0.6919480562210083,0.12066176086843067,0.4,90.0,0.5,85.0,0.11952481418848038,0.7182024121284485
SOFTCOST_OPT,SOFTCOST_OPT,iteration_8,8,20260836,130.0,1800,0.2,0.5,0.5,2536,104.57329200289678,0.7,0.7,0.12807333091899578,0.7216190148820978,0.17131589249278825,0.0,0.1370527139942306,False,0.15,2536,False,False,False,0.0,0.17131589249278825,0.5108590733590733,0.5,80.0,0.5,80.0,0.12180568277835846,0.7715076804161072,0.36862934362934363,0.2,65.0,0.2,65.0,0.12711362540721893,0.6563194990158081,0.12051158301158302,0.5,85.0,0.5,85.0,0.15757805109024048,0.7098793983459473
SOFTCOST_OPT,SOFTCOST_OPT,iteration_8,8,20260836,190.0,1800,0.2,0.5,0.5,2536,101.58166699693538,0.7,0.7,0.15486065821044417,0.7475263199202985,0.2010837812639132,0.0,0.1608670250111306,False,0.15,2536,False,False,False,0.0,0.2010837812639132,0.5100240963855421,0.5,80.0,0.5,80.0,0.14880478382110596,0.8103371858596802,0.37166265060240966,0.2,65.0,0.2,65.0,0.1497780829668045,0.6707999110221863,0.11831325301204819,0.5,85.0,0.5,85.0,0.19693240523338318,0.717785656452179
SOFTCOST_OPT,SOFTCOST_OPT,iteration_8,8,20260836,250.0,1800,0.2,0.5,0.5,2536,106.40854098892305,0.7,0.7,0.14707729963613173,0.7479049010370067,0.19596044805014895,0.0,0.15676835844011916,False,0.15,2536,False,False,False,0.0,0.19596044805014895,0.5098285438299928,0.5,80.0,0.5,80.0,0.1416085660457611,0.8010058999061584,0.36957256701279884,0.2,65.0,0.2,65.0,0.14259791374206543,0.6841276288032532,0.1205988891572084,0.5,85.0,0.5,85.0,0.18392319977283478,0.7188658714294434
SOFTCOST_OPT,SOFTCOST_OPT,iteration_8,8,20260836,310.0,1800,0.2,0.5,0.5,2536,104.24591699847952,0.7,0.7,0.14829826947989483,0.7437345395316657,0.19493071067071896,0.0,0.15594456853657518,False,0.15,2536,False,False,False,0.0,0.19493071067071896,0.5104538743630043,0.5,80.0,0.5,80.0,0.14536093175411224,0.7953892946243286,0.3671000619136067,0.2,65.0,0.2,65.0,0.1419122964143753,0.6816081404685974,0.12244606372338905,0.5,85.0,0.5,85.0,0.179688960313797,0.714654266834259
SOFTCOST_OPT,SOFTCOST_OPT,iteration_8,8,20260836,370.0,1800,0.2,0.5,0.5,2536,154.77908399770968,0.7,0.7,0.16454492844799098,0.7645552179360254,0.21526307754996837,0.0,0.1722104620399747,False,0.15,2536,False,False,False,0.0,0.21526307754996837,0.5105481213391114,0.5,80.0,0.5,80.0,0.15696343779563904,0.8112829923629761,0.36754131149102337,0.2,65.0,0.2,65.0,0.16575436294078827,0.71171635389328,0.12191056716986523,0.5,85.0,0.5,85.0,0.19264912605285645,0.728165328502655
SOFTCOST_OPT,SOFTCOST_OPT,iteration_8,8,20260836,430.0,1800,0.2,0.5,0.5,2536,120.10187499981839,0.7,0.7,0.15888677883460461,0.7663974038726377,0.21223749257749233,0.0,0.16978999406199388,False,0.15,2536,False,False,False,0.0,0.21223749257749233,0.5116368163968968,0.5,80.0,0.5,80.0,0.1499779224395752,0.8166210651397705,0.36600900296906425,0.2,65.0,0.2,65.0,0.1585274636745453,0.7101624608039856,0.12235418063403888,0.5,85.0,0.5,85.0,0.19721494615077972,0.7246025204658508
SOFTCOST_OPT,SOFTCOST_OPT,iteration_8,8,20260836,490.0,1800,0.2,0.5,0.5,2536,100.4309579875553,0.7,0.7,0.15102852794237856,0.7527619845646236,0.20081320919329843,0.0,0.16065056735463876,False,0.15,2536,False,False,False,0.0,0.20081320919329843,0.5104261540673984,0.5,80.0,0.5,80.0,0.14580722153186798,0.7970413565635681,0.36604189636163176,0.2,65.0,0.2,65.0,0.14898866415023804,0.7016551494598389,0.12353194957096975,0.5,85.0,0.5,85.0,0.1786470264196396,0.721238911151886
SOFTCOST_OPT,SOFTCOST_OPT,iteration_8,8,20260836,550.0,1800,0.2,0.5,0.5,2536,88.45875000406522,0.7,0.7,0.14822510691007185,0.7635945926217107,0.20373824263126844,0.0,0.16299059410501476,False,0.15,2536,False,False,False,0.0,0.20373824263126844,0.5091327484539048,0.5,80.0,0.5,80.0,0.14436551928520203,0.8272542357444763,0.37029579557984565,0.2,65.0,0.2,65.0,0.1420375406742096,0.6886703372001648,0.12057145596624957,0.5,85.0,0.5,85.0,0.1835259348154068,0.7248866558074951
SOFTCOST_OPT,SOFTCOST_OPT,iteration_8,8,20260836,610.0,1800,0.2,0.5,0.5,2536,100.37970799021423,0.7,0.7,0.161688814678338,0.7631557493775115,0.2126969656469161,0.0,0.17015757251753288,False,0.15,2536,False,False,False,0.0,0.2126969656469161,0.5090822179732314,0.5,80.0,0.5,80.0,0.15612393617630005,0.8168350458145142,0.3717017208413002,0.2,65.0,0.2,65.0,0.1574675291776657,0.7038715481758118,0.11921606118546844,0.5,85.0,0.5,85.0,0.198613703250885,0.7187730073928833
SOFTCOST_OPT,SOFTCOST_OPT,iteration_8,8,20260836,670.0,1800,0.2,0.5,0.5,2536,105.5074159958167,0.7,0.7,0.169295812375383,0.7679737624481834,0.2200179859541749,0.0,0.17601438876333994,False,0.15,2536,False,False,False,0.0,0.2200179859541749,0.5145388022337762,0.5,80.0,0.5,80.0,0.16128796339035034,0.8091172575950623,0.36554015020219527,0.2,65.0,0.2,65.0,0.16739033162593842,0.7187927961349487,0.1199210475640285,0.5,85.0,0.5,85.0,0.20946289598941803,0.7413536906242371
SOFTCOST_OPT,SOFTCOST_OPT,iteration_8,8,20260836,730.0,1800,0.2,0.5,0.5,2536,102.21320801065303,0.7,0.7,0.15302844180850753,0.7518474506155305,0.2017651517141,0.0,0.16141212137128003,False,0.15,2536,False,False,False,0.0,0.2017651517141,0.5184634567427585,0.5,80.0,0.5,80.0,0.14605575799942017,0.8062124848365784,0.3641856896220986,0.2,65.0,0.2,65.0,0.15014754235744476,0.6838743686676025,0.11735085363514292,0.5,85.0,0.5,85.0,0.19277475774288177,0.7226064205169678
SOFTCOST_OPT,SOFTCOST_OPT,iteration_8,8,20260836,790.0,1800,0.2,0.5,0.5,2536,102.48766699805856,0.7,0.7,0.14971479194868104,0.7542400738646998,0.20057915973321244,0.0,0.16046332778656996,False,0.15,2536,False,False,False,0.0,0.20057915973321244,0.5088332455594389,0.5,80.0,0.5,80.0,0.14621253311634064,0.8133213520050049,0.3668310432326327,0.2,65.0,0.2,65.0,0.1446017324924469,0.6857815980911255,0.12433571120792837,0.5,85.0,0.5,85.0,0.17913268506526947,0.7144299149513245
SOFTCOST_OPT,SOFTCOST_OPT,iteration_8,8,20260836,850.0,1800,0.2,0.5,0.5,2536,97.48445800505579,0.7,0.7,0.15169998104341048,0.7554345110002467,0.2024616589865745,0.0,0.1619693271892596,False,0.15,2536,False,False,False,0.0,0.2024616589865745,0.5088700347088315,0.5,80.0,0.5,80.0,0.14922399818897247,0.8067944645881653,0.3713844967219437,0.2,65.0,0.2,65.0,0.1428537219762802,0.6967726349830627,0.11974546856922484,0.5,85.0,0.5,85.0,0.18965813517570496,0.7191122174263
SOFTCOST_OPT,SOFTCOST_OPT,iteration_8,8,20260836,910.0,1800,0.2,0.5,0.5,2536,106.35887499665841,0.7,0.7,0.15381896052290664,0.7415206080023345,0.19769704000199134,0.0,0.15815763200159308,False,0.15,2536,False,False,False,0.0,0.19769704000199134,0.5128156173929646,0.5,80.0,0.5,80.0,0.14709888398647308,0.7862638235092163,0.3648035893274784,0.2,65.0,0.2,65.0,0.15358275175094604,0.6878452301025391,0.12238079327955706,0.5,85.0,0.5,85.0,0.18268239498138428,0.7140322327613831
SOFTCOST_OPT,SOFTCOST_OPT,iteration_8,8,20260836,970.0,1800,0.2,0.5,0.5,2536,98.99495900026523,0.7,0.7,0.14108967263250644,0.7434293987727402,0.18989324840082455,0.0,0.15191459872065965,False,0.15,2536,False,False,False,0.0,0.18989324840082455,0.5109876841342671,0.5,80.0,0.5,80.0,0.1354672908782959,0.7865641117095947,0.36416324559285196,0.2,65.0,0.2,65.0,0.13898971676826477,0.6895523071289062,0.12484907027288095,0.5,85.0,0.5,85.0,0.17022641003131866,0.7240359783172607
SOFTCOST_OPT,SOFTCOST_OPT,iteration_8,8,20260836,1030.0,1800,0.2,0.5,0.5,2536,130.6701669964241,0.7,0.7,0.155126649435454,0.7522102767595971,0.20335361048379746,0.0,0.16268288838703798,False,0.15,2536,False,False,False,0.0,0.20335361048379746,0.5161693335255394,0.5,80.0,0.5,80.0,0.15040996670722961,0.7977005243301392,0.3628369612224304,0.2,65.0,0.2,65.0,0.14943954348564148,0.6951808929443359,0.12099370525203018,0.5,85.0,0.5,85.0,0.19230295717716217,0.729165256023407
SOFTCOST_OPT,SOFTCOST_OPT,iteration_8,8,20260836,1090.0,1800,0.2,0.5,0.5,2536,111.343291006051,0.7,0.7,0.16278611538292978,0.7526628989024129,0.2087634086662139,0.0,0.16701072693297114,False,0.15,2536,False,False,False,0.0,0.2087634086662139,0.5135731414868105,0.5,80.0,0.5,80.0,0.15747037529945374,0.8126570582389832,0.36762589928057554,0.2,65.0,0.2,65.0,0.1584164947271347,0.6781291365623474,0.11880095923261391,0.5,85.0,0.5,85.0,0.1992875635623932,0.7239522933959961
SOFTCOST_OPT,SOFTCOST_OPT,iteration_8,8,20260836,1150.0,1800,0.2,0.5,0.5,2536,104.93229198618792,0.7,0.7,0.1556294810649763,0.7540525913461711,0.20451714701476179,0.0,0.16361371761180943,False,0.15,2536,False,False,False,0.0,0.20451714701476179,0.5142815995391484,0.5,80.0,0.5,80.0,0.15161950886249542,0.8108010292053223,0.3688253084345447,0.2,65.0,0.2,65.0,0.14819088578224182,0.6851950287818909,0.11689309202630695,0.5,85.0,0.5,85.0,0.1967422366142273,0.7216446399688721
SOFTCOST_OPT,SOFTCOST_OPT,iteration_8,8,20260836,1210.0,1800,0.2,0.5,0.5,2536,110.90912499639671,0.7,0.7,0.16636744902391326,0.7378472892955021,0.20459094757228058,0.0,0.16367275805782447,False,0.15,2536,False,False,False,0.0,0.20459094757228058,0.5168310259814147,0.5,80.0,0.5,80.0,0.15966059267520905,0.7808499932289124,0.35885643846007964,0.2,65.0,0.2,65.0,0.16700544953346252,0.6869803071022034,0.12431253555850559,0.5,85.0,0.5,85.0,0.19240956008434296,0.705902099609375
SOFTCOST_OPT,SOFTCOST_OPT,iteration_8,8,20260836,1270.0,1800,0.2,0.5,0.5,2536,99.5422079868149,0.7,0.7,0.15561292680983388,0.7567956435354769,0.20572925022232502,0.0,0.16458340017786002,False,0.15,2536,False,False,False,0.0,0.20572925022232502,0.5095770726321348,0.5,80.0,0.5,80.0,0.14946630597114563,0.8162190914154053,0.3716096202774711,0.2,65.0,0.2,65.0,0.15146756172180176,0.6880903840065002,0.11881330709039413,0.5,85.0,0.5,85.0,0.1949404627084732,0.7168229222297668
SOFTCOST_OPT,SOFTCOST_OPT,iteration_8,8,20260836,1330.0,1800,0.2,0.5,0.5,2536,185.956042012549,0.7,0.7,0.15319472852684565,0.7509386361167739,0.20147289853674594,0.0,0.16117831882939676,False,0.15,2536,False,False,False,0.0,0.20147289853674594,0.5083317279907532,0.5,80.0,0.5,80.0,0.14671190083026886,0.8063725233078003,0.37088229628202657,0.2,65.0,0.2,65.0,0.15167975425720215,0.6863061785697937,0.12078597572722019,0.5,85.0,0.5,85.0,0.18512976169586182,0.7161020636558533
SOFTCOST_OPT,SOFTCOST_OPT,iteration_8,8,20260836,1390.0,1800,0.2,0.5,0.5,2536,373.6816250020638,0.7,0.7,0.15353457748715482,0.747776929518772,0.200293901158649,0.0,0.16023512092691922,False,0.15,2536,False,False,False,0.0,0.200293901158649,0.5085160485534712,0.5,80.0,0.5,80.0,0.14701460301876068,0.80491703748703,0.3730269155112028,0.2,65.0,0.2,65.0,0.1492779552936554,0.6791243553161621,0.11845703593532601,0.5,85.0,0.5,85.0,0.19492803514003754,0.71867436170578
SOFTCOST_OPT,SOFTCOST_OPT,iteration_8,8,20260836,1450.0,1800,0.2,0.5,0.5,2536,462.4852499982808,0.7,0.7,0.1411162640611616,0.7519331110190802,0.19370385348898636,0.0,0.1549630827911891,False,0.15,2536,False,False,False,0.0,0.19370385348898636,0.5133741385126994,0.5,80.0,0.5,80.0,0.13398222625255585,0.8095858693122864,0.3652224203576076,0.2,65.0,0.2,65.0,0.1391894817352295,0.6794825196266174,0.121403441129693,0.5,85.0,0.5,85.0,0.17708010971546173,0.7260948419570923
